types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Artillery,bombardier,15328,38,0.9944337263613862,0.004786278649783,4,13,== Biography == | === Later years ===
http://dbpedia.org/ontology/MilitaryUnit,http://dbpedia.org/resource/Artillery,bombardier,15328,38,0.9944337263613862,0.004786278649783,4,13,== Biography == | === Later years ===
http://dbpedia.org/ontology/Weapon,http://dbpedia.org/resource/Artillery,bombardier,15328,38,0.9944337263613862,0.004786278649783,4,13,== Biography == | === Later years ===
