types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/ComicStrip,http://dbpedia.org/resource/Chintoo,Chintoo 2,26,0,1.0,0.0,0,22,== Musical associations == | === Feature films ===
http://dbpedia.org/class/yago/WikicatIndianComicStrips,http://dbpedia.org/resource/Chintoo,Chintoo 2,26,0,1.0,0.0,0,22,== Musical associations == | === Feature films ===
http://dbpedia.org/class/yago/Wit106776138,http://dbpedia.org/resource/Chintoo,Chintoo 2,26,0,1.0,0.0,0,22,== Musical associations == | === Feature films ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Chintoo,Chintoo 2,26,0,1.0,0.0,0,22,== Musical associations == | === Feature films ===
http://dbpedia.org/class/yago/Cartoon106780678,http://dbpedia.org/resource/Chintoo,Chintoo 2,26,0,1.0,0.0,0,22,== Musical associations == | === Feature films ===
http://dbpedia.org/class/yago/ComicStrip107003352,http://dbpedia.org/resource/Chintoo,Chintoo 2,26,0,1.0,0.0,0,22,== Musical associations == | === Feature films ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Chintoo,Chintoo 2,26,0,1.0,0.0,0,22,== Musical associations == | === Feature films ===
http://dbpedia.org/class/yago/Message106598915,http://dbpedia.org/resource/Chintoo,Chintoo 2,26,0,1.0,0.0,0,22,== Musical associations == | === Feature films ===
