types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Award,http://dbpedia.org/resource/Murex_d'Or,Murex D'or,83,84,1.0,0.0,6,29,== Life and career == | === 2000–2004 ===
http://dbpedia.org/class/yago/WikicatLebaneseAwards,http://dbpedia.org/resource/Murex_d'Or,Murex D'or,83,84,1.0,0.0,6,29,== Life and career == | === 2000–2004 ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Murex_d'Or,Murex D'or,83,84,1.0,0.0,6,29,== Life and career == | === 2000–2004 ===
http://dbpedia.org/class/yago/Award106696483,http://dbpedia.org/resource/Murex_d'Or,Murex D'or,83,84,1.0,0.0,6,29,== Life and career == | === 2000–2004 ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Murex_d'Or,Murex D'or,83,84,1.0,0.0,6,29,== Life and career == | === 2000–2004 ===
http://dbpedia.org/class/yago/Signal106791372,http://dbpedia.org/resource/Murex_d'Or,Murex D'or,83,84,1.0,0.0,6,29,== Life and career == | === 2000–2004 ===
http://dbpedia.org/class/yago/Symbol106806469,http://dbpedia.org/resource/Murex_d'Or,Murex D'or,83,84,1.0,0.0,6,29,== Life and career == | === 2000–2004 ===
