types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Celtic_cross,Celtic cross,567,60,0.9999985168975256,1.483104700615794e-06,0,26,== Guest appearances ==
http://dbpedia.org/ontology/Place,http://dbpedia.org/resource/Celtic_cross,Celtic cross,567,60,0.9999985168975256,1.483104700615794e-06,0,26,== Guest appearances ==
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Celtic_cross,Celtic cross,567,60,0.9999985168975256,1.483104700615794e-06,0,26,== Guest appearances ==
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Celtic_cross,Celtic cross,567,60,0.9999985168975256,1.483104700615794e-06,0,26,== Guest appearances ==
http://dbpedia.org/class/yago/WikicatChristianSymbols,http://dbpedia.org/resource/Celtic_cross,Celtic cross,567,60,0.9999985168975256,1.483104700615794e-06,0,26,== Guest appearances ==
http://dbpedia.org/class/yago/WikicatNationalSymbolsOfIreland,http://dbpedia.org/resource/Celtic_cross,Celtic cross,567,60,0.9999985168975256,1.483104700615794e-06,0,26,== Guest appearances ==
http://dbpedia.org/class/yago/WikicatSymbols,http://dbpedia.org/resource/Celtic_cross,Celtic cross,567,60,0.9999985168975256,1.483104700615794e-06,0,26,== Guest appearances ==
http://dbpedia.org/class/yago/Signal106791372,http://dbpedia.org/resource/Celtic_cross,Celtic cross,567,60,0.9999985168975256,1.483104700615794e-06,0,26,== Guest appearances ==
http://dbpedia.org/class/yago/Symbol106806469,http://dbpedia.org/resource/Celtic_cross,Celtic cross,567,60,0.9999985168975256,1.483104700615794e-06,0,26,== Guest appearances ==
http://dbpedia.org/class/yago/WikicatCrossSymbols,http://dbpedia.org/resource/Celtic_cross,Celtic cross,567,60,0.9999985168975256,1.483104700615794e-06,0,26,== Guest appearances ==
