types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Sun_tanning,suntan,276,104,0.9999999999999148,0.0,5,10,== Career == | === Career peak ===
http://dbpedia.org/ontology/Election,http://dbpedia.org/resource/Sun_tanning,suntan,276,104,0.9999999999999148,0.0,5,10,== Career == | === Career peak ===
http://dbpedia.org/class/yago/Agent109190918,http://dbpedia.org/resource/Sun_tanning,suntan,276,104,0.9999999999999148,0.0,5,10,== Career == | === Career peak ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Sun_tanning,suntan,276,104,0.9999999999999148,0.0,5,10,== Career == | === Career peak ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Sun_tanning,suntan,276,104,0.9999999999999148,0.0,5,10,== Career == | === Career peak ===
http://dbpedia.org/class/yago/WikicatSunscreeningAgents,http://dbpedia.org/resource/Sun_tanning,suntan,276,104,0.9999999999999148,0.0,5,10,== Career == | === Career peak ===
