types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Bruno_Lemaitre,Lemaitre,9,20,0.9995553526723286,0.0004263223403583,0,57,== Selected works == | === Songs ===
http://xmlns.com/foaf/0.1/Person,http://dbpedia.org/resource/Bruno_Lemaitre,Lemaitre,9,20,0.9995553526723286,0.0004263223403583,0,57,== Selected works == | === Songs ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Bruno_Lemaitre,Lemaitre,9,20,0.9995553526723286,0.0004263223403583,0,57,== Selected works == | === Songs ===
http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson,http://dbpedia.org/resource/Bruno_Lemaitre,Lemaitre,9,20,0.9995553526723286,0.0004263223403583,0,57,== Selected works == | === Songs ===
http://www.wikidata.org/entity/Q19088,http://dbpedia.org/resource/Bruno_Lemaitre,Lemaitre,9,20,0.9995553526723286,0.0004263223403583,0,57,== Selected works == | === Songs ===
http://www.wikidata.org/entity/Q215627,http://dbpedia.org/resource/Bruno_Lemaitre,Lemaitre,9,20,0.9995553526723286,0.0004263223403583,0,57,== Selected works == | === Songs ===
http://www.wikidata.org/entity/Q5,http://dbpedia.org/resource/Bruno_Lemaitre,Lemaitre,9,20,0.9995553526723286,0.0004263223403583,0,57,== Selected works == | === Songs ===
http://www.wikidata.org/entity/Q729,http://dbpedia.org/resource/Bruno_Lemaitre,Lemaitre,9,20,0.9995553526723286,0.0004263223403583,0,57,== Selected works == | === Songs ===
http://dbpedia.org/ontology/Academic,http://dbpedia.org/resource/Bruno_Lemaitre,Lemaitre,9,20,0.9995553526723286,0.0004263223403583,0,57,== Selected works == | === Songs ===
http://dbpedia.org/ontology/Animal,http://dbpedia.org/resource/Bruno_Lemaitre,Lemaitre,9,20,0.9995553526723286,0.0004263223403583,0,57,== Selected works == | === Songs ===
http://dbpedia.org/ontology/Eukaryote,http://dbpedia.org/resource/Bruno_Lemaitre,Lemaitre,9,20,0.9995553526723286,0.0004263223403583,0,57,== Selected works == | === Songs ===
http://dbpedia.org/ontology/Species,http://dbpedia.org/resource/Bruno_Lemaitre,Lemaitre,9,20,0.9995553526723286,0.0004263223403583,0,57,== Selected works == | === Songs ===
http://schema.org/Person,http://dbpedia.org/resource/Bruno_Lemaitre,Lemaitre,9,20,0.9995553526723286,0.0004263223403583,0,57,== Selected works == | === Songs ===
