types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatAncientCities,http://dbpedia.org/resource/Volubilis,Volubilis,229,0,0.999999999998792,0.0,0,23,== Works == | === Solo instrument ===
http://dbpedia.org/class/yago/Center108523483,http://dbpedia.org/resource/Volubilis,Volubilis,229,0,0.999999999998792,0.0,0,23,== Works == | === Solo instrument ===
http://dbpedia.org/class/yago/City108524735,http://dbpedia.org/resource/Volubilis,Volubilis,229,0,0.999999999998792,0.0,0,23,== Works == | === Solo instrument ===
http://dbpedia.org/class/yago/District108552138,http://dbpedia.org/resource/Volubilis,Volubilis,229,0,0.999999999998792,0.0,0,23,== Works == | === Solo instrument ===
http://dbpedia.org/class/yago/GeographicalArea108574314,http://dbpedia.org/resource/Volubilis,Volubilis,229,0,0.999999999998792,0.0,0,23,== Works == | === Solo instrument ===
http://dbpedia.org/class/yago/Location100027167,http://dbpedia.org/resource/Volubilis,Volubilis,229,0,0.999999999998792,0.0,0,23,== Works == | === Solo instrument ===
http://dbpedia.org/class/yago/Municipality108626283,http://dbpedia.org/resource/Volubilis,Volubilis,229,0,0.999999999998792,0.0,0,23,== Works == | === Solo instrument ===
http://dbpedia.org/class/yago/NationalCapital108691669,http://dbpedia.org/resource/Volubilis,Volubilis,229,0,0.999999999998792,0.0,0,23,== Works == | === Solo instrument ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Volubilis,Volubilis,229,0,0.999999999998792,0.0,0,23,== Works == | === Solo instrument ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Volubilis,Volubilis,229,0,0.999999999998792,0.0,0,23,== Works == | === Solo instrument ===
http://dbpedia.org/class/yago/Region108630985,http://dbpedia.org/resource/Volubilis,Volubilis,229,0,0.999999999998792,0.0,0,23,== Works == | === Solo instrument ===
http://dbpedia.org/class/yago/Seat108647945,http://dbpedia.org/resource/Volubilis,Volubilis,229,0,0.999999999998792,0.0,0,23,== Works == | === Solo instrument ===
http://dbpedia.org/class/yago/Site108651247,http://dbpedia.org/resource/Volubilis,Volubilis,229,0,0.999999999998792,0.0,0,23,== Works == | === Solo instrument ===
http://dbpedia.org/class/yago/Town108665504,http://dbpedia.org/resource/Volubilis,Volubilis,229,0,0.999999999998792,0.0,0,23,== Works == | === Solo instrument ===
http://dbpedia.org/class/yago/Tract108673395,http://dbpedia.org/resource/Volubilis,Volubilis,229,0,0.999999999998792,0.0,0,23,== Works == | === Solo instrument ===
http://dbpedia.org/class/yago/UrbanArea108675967,http://dbpedia.org/resource/Volubilis,Volubilis,229,0,0.999999999998792,0.0,0,23,== Works == | === Solo instrument ===
http://dbpedia.org/class/yago/WikicatFormerNationalCapitals,http://dbpedia.org/resource/Volubilis,Volubilis,229,0,0.999999999998792,0.0,0,23,== Works == | === Solo instrument ===
http://dbpedia.org/class/yago/WikicatFormerPopulatedPlacesInMorocco,http://dbpedia.org/resource/Volubilis,Volubilis,229,0,0.999999999998792,0.0,0,23,== Works == | === Solo instrument ===
http://dbpedia.org/class/yago/WikicatApplicationLayerProtocols,http://dbpedia.org/resource/Server_Message_Block,cifs,482,28,0.9999999999989768,0.0,0,24,== Works == | === Solo instrument ===
http://dbpedia.org/class/yago/WikicatInternetProtocols,http://dbpedia.org/resource/Server_Message_Block,cifs,482,28,0.9999999999989768,0.0,0,24,== Works == | === Solo instrument ===
http://dbpedia.org/class/yago/WikicatComputerFileSystems,http://dbpedia.org/resource/Server_Message_Block,cifs,482,28,0.9999999999989768,0.0,0,24,== Works == | === Solo instrument ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Server_Message_Block,cifs,482,28,0.9999999999989768,0.0,0,24,== Works == | === Solo instrument ===
http://dbpedia.org/class/yago/Arrangement105726596,http://dbpedia.org/resource/Server_Message_Block,cifs,482,28,0.9999999999989768,0.0,0,24,== Works == | === Solo instrument ===
http://dbpedia.org/class/yago/ClassificationSystem105727220,http://dbpedia.org/resource/Server_Message_Block,cifs,482,28,0.9999999999989768,0.0,0,24,== Works == | === Solo instrument ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Server_Message_Block,cifs,482,28,0.9999999999989768,0.0,0,24,== Works == | === Solo instrument ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Server_Message_Block,cifs,482,28,0.9999999999989768,0.0,0,24,== Works == | === Solo instrument ===
http://dbpedia.org/class/yago/Direction106786629,http://dbpedia.org/resource/Server_Message_Block,cifs,482,28,0.9999999999989768,0.0,0,24,== Works == | === Solo instrument ===
http://dbpedia.org/class/yago/FileSystem105732614,http://dbpedia.org/resource/Server_Message_Block,cifs,482,28,0.9999999999989768,0.0,0,24,== Works == | === Solo instrument ===
http://dbpedia.org/class/yago/Message106598915,http://dbpedia.org/resource/Server_Message_Block,cifs,482,28,0.9999999999989768,0.0,0,24,== Works == | === Solo instrument ===
http://dbpedia.org/class/yago/Protocol106665108,http://dbpedia.org/resource/Server_Message_Block,cifs,482,28,0.9999999999989768,0.0,0,24,== Works == | === Solo instrument ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Server_Message_Block,cifs,482,28,0.9999999999989768,0.0,0,24,== Works == | === Solo instrument ===
http://dbpedia.org/class/yago/Rule106652242,http://dbpedia.org/resource/Server_Message_Block,cifs,482,28,0.9999999999989768,0.0,0,24,== Works == | === Solo instrument ===
http://dbpedia.org/class/yago/Structure105726345,http://dbpedia.org/resource/Server_Message_Block,cifs,482,28,0.9999999999989768,0.0,0,24,== Works == | === Solo instrument ===
http://dbpedia.org/class/yago/WikicatNetworkFileSystems,http://dbpedia.org/resource/Server_Message_Block,cifs,482,28,0.9999999999989768,0.0,0,24,== Works == | === Solo instrument ===
http://dbpedia.org/class/yago/WikicatNetworkProtocols,http://dbpedia.org/resource/Server_Message_Block,cifs,482,28,0.9999999999989768,0.0,0,24,== Works == | === Solo instrument ===
