types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatAncientCities,http://dbpedia.org/resource/Volubilis,Volubilis,229,0,0.999999999998792,0.0,0,23,== Works == | === Solo instrument ===
http://dbpedia.org/class/yago/WikicatArchaeologicalSitesInMorocco,http://dbpedia.org/resource/Volubilis,Volubilis,229,0,0.999999999998792,0.0,0,23,== Works == | === Solo instrument ===
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://dbpedia.org/resource/Volubilis,Volubilis,229,0,0.999999999998792,0.0,0,23,== Works == | === Solo instrument ===
http://dbpedia.org/class/yago/WikicatPopulatedPlacesEstablishedInThe3rdCenturyBC,http://dbpedia.org/resource/Volubilis,Volubilis,229,0,0.999999999998792,0.0,0,23,== Works == | === Solo instrument ===
http://dbpedia.org/ontology/City,http://dbpedia.org/resource/Volubilis,Volubilis,229,0,0.999999999998792,0.0,0,23,== Works == | === Solo instrument ===
http://dbpedia.org/class/yago/WikicatCitiesInMorocco,http://dbpedia.org/resource/Volubilis,Volubilis,229,0,0.999999999998792,0.0,0,23,== Works == | === Solo instrument ===
http://dbpedia.org/class/yago/WikicatWorldHeritageSitesInMorocco,http://dbpedia.org/resource/Volubilis,Volubilis,229,0,0.999999999998792,0.0,0,23,== Works == | === Solo instrument ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/Volubilis,Volubilis,229,0,0.999999999998792,0.0,0,23,== Works == | === Solo instrument ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Volubilis,Volubilis,229,0,0.999999999998792,0.0,0,23,== Works == | === Solo instrument ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Volubilis,Volubilis,229,0,0.999999999998792,0.0,0,23,== Works == | === Solo instrument ===
http://dbpedia.org/class/yago/WikicatRomanSitesInMorocco,http://dbpedia.org/resource/Volubilis,Volubilis,229,0,0.999999999998792,0.0,0,23,== Works == | === Solo instrument ===
http://dbpedia.org/class/yago/WikicatRomanTownsAndCities,http://dbpedia.org/resource/Volubilis,Volubilis,229,0,0.999999999998792,0.0,0,23,== Works == | === Solo instrument ===
http://dbpedia.org/class/yago/WikicatRomanTownsAndCitiesInMorocco,http://dbpedia.org/resource/Volubilis,Volubilis,229,0,0.999999999998792,0.0,0,23,== Works == | === Solo instrument ===
http://dbpedia.org/class/yago/AdministrativeDistrict108491826,http://dbpedia.org/resource/Volubilis,Volubilis,229,0,0.999999999998792,0.0,0,23,== Works == | === Solo instrument ===
http://dbpedia.org/class/yago/Area108497294,http://dbpedia.org/resource/Volubilis,Volubilis,229,0,0.999999999998792,0.0,0,23,== Works == | === Solo instrument ===
http://dbpedia.org/class/yago/Capital108518505,http://dbpedia.org/resource/Volubilis,Volubilis,229,0,0.999999999998792,0.0,0,23,== Works == | === Solo instrument ===
