types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/Writing106362953,http://dbpedia.org/resource/Erotic_romance_novels,erotic romance novels,37,32,1.0,0.0,2,7,== Career == | === Writing ===
http://dbpedia.org/class/yago/WrittenCommunication106349220,http://dbpedia.org/resource/Erotic_romance_novels,erotic romance novels,37,32,1.0,0.0,2,7,== Career == | === Writing ===
http://dbpedia.org/class/yago/WikicatRomanceNovels,http://dbpedia.org/resource/Erotic_romance_novels,erotic romance novels,37,32,1.0,0.0,2,7,== Career == | === Writing ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Erotic_romance_novels,erotic romance novels,37,32,1.0,0.0,2,7,== Career == | === Writing ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Erotic_romance_novels,erotic romance novels,37,32,1.0,0.0,2,7,== Career == | === Writing ===
http://dbpedia.org/class/yago/Fiction106367107,http://dbpedia.org/resource/Erotic_romance_novels,erotic romance novels,37,32,1.0,0.0,2,7,== Career == | === Writing ===
http://dbpedia.org/class/yago/LiteraryComposition106364329,http://dbpedia.org/resource/Erotic_romance_novels,erotic romance novels,37,32,1.0,0.0,2,7,== Career == | === Writing ===
http://dbpedia.org/class/yago/Novel106367879,http://dbpedia.org/resource/Erotic_romance_novels,erotic romance novels,37,32,1.0,0.0,2,7,== Career == | === Writing ===
