types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Desi_Arnaz_Jr.,Desi Arnaz Jr.,146,81,1.0,0.0,3,19,== Personal life == | === Marriages ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Desi_Arnaz_Jr.,Desi Arnaz Jr.,146,81,1.0,0.0,3,19,== Personal life == | === Marriages ===
http://umbel.org/umbel/rc/Actor,http://dbpedia.org/resource/Desi_Arnaz_Jr.,Desi Arnaz Jr.,146,81,1.0,0.0,3,19,== Personal life == | === Marriages ===
http://umbel.org/umbel/rc/Artist,http://dbpedia.org/resource/Desi_Arnaz_Jr.,Desi Arnaz Jr.,146,81,1.0,0.0,3,19,== Personal life == | === Marriages ===
http://umbel.org/umbel/rc/PersonWithOccupation,http://dbpedia.org/resource/Desi_Arnaz_Jr.,Desi Arnaz Jr.,146,81,1.0,0.0,3,19,== Personal life == | === Marriages ===
