types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Counterpoint,strict counterpoint,1977,11,0.9999999999998864,0.0,4,20,== History == | ==== Baroque ====
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Counterpoint,strict counterpoint,1977,11,0.9999999999998864,0.0,4,20,== History == | ==== Baroque ====
http://dbpedia.org/ontology/RecordLabel,http://dbpedia.org/resource/Counterpoint,strict counterpoint,1977,11,0.9999999999998864,0.0,4,20,== History == | ==== Baroque ====
