types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Disc_jockey,Deejaying,16773,0,0.9999996314586466,0.0,1,4,== Career == | === Deejaying ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Disc_jockey,Deejaying,16773,0,0.9999996314586466,0.0,1,4,== Career == | === Deejaying ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Disc_jockey,Deejaying,16773,0,0.9999996314586466,0.0,1,4,== Career == | === Deejaying ===
