types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/resource/Divine_Liturgy,divine liturgy,1088,308,1.0,0.0,4,114,== Personal life == | === Religious beliefs ===
http://dbpedia.org/class/yago/WikicatChristianLiturgicalTexts,http://dbpedia.org/resource/Divine_Liturgy,divine liturgy,1088,308,1.0,0.0,4,114,== Personal life == | === Religious beliefs ===
http://dbpedia.org/class/yago/Writing106362953,http://dbpedia.org/resource/Divine_Liturgy,divine liturgy,1088,308,1.0,0.0,4,114,== Personal life == | === Religious beliefs ===
http://dbpedia.org/class/yago/WrittenCommunication106349220,http://dbpedia.org/resource/Divine_Liturgy,divine liturgy,1088,308,1.0,0.0,4,114,== Personal life == | === Religious beliefs ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Divine_Liturgy,divine liturgy,1088,308,1.0,0.0,4,114,== Personal life == | === Religious beliefs ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Divine_Liturgy,divine liturgy,1088,308,1.0,0.0,4,114,== Personal life == | === Religious beliefs ===
http://dbpedia.org/class/yago/Matter106365467,http://dbpedia.org/resource/Divine_Liturgy,divine liturgy,1088,308,1.0,0.0,4,114,== Personal life == | === Religious beliefs ===
http://dbpedia.org/class/yago/Text106387980,http://dbpedia.org/resource/Divine_Liturgy,divine liturgy,1088,308,1.0,0.0,4,114,== Personal life == | === Religious beliefs ===
http://dbpedia.org/class/yago/WikicatTextsInKoineGreek,http://dbpedia.org/resource/Divine_Liturgy,divine liturgy,1088,308,1.0,0.0,4,114,== Personal life == | === Religious beliefs ===
