types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatArtsInAncientGreece,http://dbpedia.org/resource/Music_of_ancient_Greece,Ancient Greek music,127,58,1.0,0.0,1,20,== History == | ==== Baroque ====
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Music_of_ancient_Greece,Ancient Greek music,127,58,1.0,0.0,1,20,== History == | ==== Baroque ====
http://dbpedia.org/class/yago/Art102743547,http://dbpedia.org/resource/Music_of_ancient_Greece,Ancient Greek music,127,58,1.0,0.0,1,20,== History == | ==== Baroque ====
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Music_of_ancient_Greece,Ancient Greek music,127,58,1.0,0.0,1,20,== History == | ==== Baroque ====
http://dbpedia.org/class/yago/Creation103129123,http://dbpedia.org/resource/Music_of_ancient_Greece,Ancient Greek music,127,58,1.0,0.0,1,20,== History == | ==== Baroque ====
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Music_of_ancient_Greece,Ancient Greek music,127,58,1.0,0.0,1,20,== History == | ==== Baroque ====
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Music_of_ancient_Greece,Ancient Greek music,127,58,1.0,0.0,1,20,== History == | ==== Baroque ====
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Music_of_ancient_Greece,Ancient Greek music,127,58,1.0,0.0,1,20,== History == | ==== Baroque ====
