types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/resource/Statcoulomb,statcoulomb,44,92,1.0,0.0,12,71,== Inventions and scientific inquiries == | === Electricity ===
http://dbpedia.org/class/yago/WikicatUnitsOfElectricalCharge,http://dbpedia.org/resource/Statcoulomb,statcoulomb,44,92,1.0,0.0,12,71,== Inventions and scientific inquiries == | === Electricity ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Statcoulomb,statcoulomb,44,92,1.0,0.0,12,71,== Inventions and scientific inquiries == | === Electricity ===
http://dbpedia.org/class/yago/DefiniteQuantity113576101,http://dbpedia.org/resource/Statcoulomb,statcoulomb,44,92,1.0,0.0,12,71,== Inventions and scientific inquiries == | === Electricity ===
http://dbpedia.org/class/yago/Measure100033615,http://dbpedia.org/resource/Statcoulomb,statcoulomb,44,92,1.0,0.0,12,71,== Inventions and scientific inquiries == | === Electricity ===
http://dbpedia.org/class/yago/UnitOfMeasurement113583724,http://dbpedia.org/resource/Statcoulomb,statcoulomb,44,92,1.0,0.0,12,71,== Inventions and scientific inquiries == | === Electricity ===
http://dbpedia.org/class/yago/WikicatObsoleteUnitsOfMeasurement,http://dbpedia.org/resource/Statcoulomb,statcoulomb,44,92,1.0,0.0,12,71,== Inventions and scientific inquiries == | === Electricity ===
