types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Star_system,multiple star systems,1279,582,1.0,0.0,6,18,== Astronomy == | === Double stars ===
http://dbpedia.org/class/yago/WikicatMultipleStarSystems,http://dbpedia.org/resource/Star_system,multiple star systems,1279,582,1.0,0.0,6,18,== Astronomy == | === Double stars ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Star_system,multiple star systems,1279,582,1.0,0.0,6,18,== Astronomy == | === Double stars ===
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/Star_system,multiple star systems,1279,582,1.0,0.0,6,18,== Astronomy == | === Double stars ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Star_system,multiple star systems,1279,582,1.0,0.0,6,18,== Astronomy == | === Double stars ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Star_system,multiple star systems,1279,582,1.0,0.0,6,18,== Astronomy == | === Double stars ===
http://dbpedia.org/class/yago/System104377057,http://dbpedia.org/resource/Star_system,multiple star systems,1279,582,1.0,0.0,6,18,== Astronomy == | === Double stars ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Star_system,multiple star systems,1279,582,1.0,0.0,6,18,== Astronomy == | === Double stars ===
http://dbpedia.org/class/yago/WikicatStarSystems,http://dbpedia.org/resource/Star_system,multiple star systems,1279,582,1.0,0.0,6,18,== Astronomy == | === Double stars ===
