types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Construction,Construction Zone,6983,0,0.9999999990352252,0.0,0,24,== Discography == | === As sideman ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Construction,Construction Zone,6983,0,0.9999999990352252,0.0,0,24,== Discography == | === As sideman ===
http://dbpedia.org/ontology/Election,http://dbpedia.org/resource/Construction,Construction Zone,6983,0,0.9999999990352252,0.0,0,24,== Discography == | === As sideman ===
