types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Odyssey,ODYSSEY,4274,0,0.999999735214352,1.8773339870073878e-07,0,10,== Musical Works == | === Opera ===
http://dbpedia.org/ontology/Work,http://dbpedia.org/resource/Odyssey,ODYSSEY,4274,0,0.999999735214352,1.8773339870073878e-07,0,10,== Musical Works == | === Opera ===
http://dbpedia.org/class/Book,http://dbpedia.org/resource/Odyssey,ODYSSEY,4274,0,0.999999735214352,1.8773339870073878e-07,0,10,== Musical Works == | === Opera ===
