types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Spring-heeled_Jack,Mary Stevens,178,51,0.9999997310009908,0.0,0,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/WikicatJackTales,http://dbpedia.org/resource/Spring-heeled_Jack,Mary Stevens,178,51,0.9999997310009908,0.0,0,3,== Biography == | === Early life ===
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/resource/Spring-heeled_Jack,Mary Stevens,178,51,0.9999997310009908,0.0,0,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/WikicatUrbanLegends,http://dbpedia.org/resource/Spring-heeled_Jack,Mary Stevens,178,51,0.9999997310009908,0.0,0,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/Writing106362953,http://dbpedia.org/resource/Spring-heeled_Jack,Mary Stevens,178,51,0.9999997310009908,0.0,0,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/WrittenCommunication106349220,http://dbpedia.org/resource/Spring-heeled_Jack,Mary Stevens,178,51,0.9999997310009908,0.0,0,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/Ability105616246,http://dbpedia.org/resource/Spring-heeled_Jack,Mary Stevens,178,51,0.9999997310009908,0.0,0,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Spring-heeled_Jack,Mary Stevens,178,51,0.9999997310009908,0.0,0,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Spring-heeled_Jack,Mary Stevens,178,51,0.9999997310009908,0.0,0,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Spring-heeled_Jack,Mary Stevens,178,51,0.9999997310009908,0.0,0,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/Creativity105624700,http://dbpedia.org/resource/Spring-heeled_Jack,Mary Stevens,178,51,0.9999997310009908,0.0,0,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/Fiction106367107,http://dbpedia.org/resource/Spring-heeled_Jack,Mary Stevens,178,51,0.9999997310009908,0.0,0,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/FictionalCharacter109587565,http://dbpedia.org/resource/Spring-heeled_Jack,Mary Stevens,178,51,0.9999997310009908,0.0,0,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/ImaginaryBeing109483738,http://dbpedia.org/resource/Spring-heeled_Jack,Mary Stevens,178,51,0.9999997310009908,0.0,0,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/Imagination105625465,http://dbpedia.org/resource/Spring-heeled_Jack,Mary Stevens,178,51,0.9999997310009908,0.0,0,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/Information106634376,http://dbpedia.org/resource/Spring-heeled_Jack,Mary Stevens,178,51,0.9999997310009908,0.0,0,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/Legend106371413,http://dbpedia.org/resource/Spring-heeled_Jack,Mary Stevens,178,51,0.9999997310009908,0.0,0,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/LiteraryComposition106364329,http://dbpedia.org/resource/Spring-heeled_Jack,Mary Stevens,178,51,0.9999997310009908,0.0,0,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/Message106598915,http://dbpedia.org/resource/Spring-heeled_Jack,Mary Stevens,178,51,0.9999997310009908,0.0,0,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/Monster109491966,http://dbpedia.org/resource/Spring-heeled_Jack,Mary Stevens,178,51,0.9999997310009908,0.0,0,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/MythicalBeing109484664,http://dbpedia.org/resource/Spring-heeled_Jack,Mary Stevens,178,51,0.9999997310009908,0.0,0,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/MythicalMonster109492123,http://dbpedia.org/resource/Spring-heeled_Jack,Mary Stevens,178,51,0.9999997310009908,0.0,0,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/Narrative107221094,http://dbpedia.org/resource/Spring-heeled_Jack,Mary Stevens,178,51,0.9999997310009908,0.0,0,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/News106681177,http://dbpedia.org/resource/Spring-heeled_Jack,Mary Stevens,178,51,0.9999997310009908,0.0,0,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Spring-heeled_Jack,Mary Stevens,178,51,0.9999997310009908,0.0,0,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/Report106681551,http://dbpedia.org/resource/Spring-heeled_Jack,Mary Stevens,178,51,0.9999997310009908,0.0,0,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/Story106369829,http://dbpedia.org/resource/Spring-heeled_Jack,Mary Stevens,178,51,0.9999997310009908,0.0,0,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/UrbanLegend106682952,http://dbpedia.org/resource/Spring-heeled_Jack,Mary Stevens,178,51,0.9999997310009908,0.0,0,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/WikicatEnglishLegendaryCharacters,http://dbpedia.org/resource/Spring-heeled_Jack,Mary Stevens,178,51,0.9999997310009908,0.0,0,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/WikicatSupernaturalLegends,http://dbpedia.org/resource/Spring-heeled_Jack,Mary Stevens,178,51,0.9999997310009908,0.0,0,3,== Biography == | === Early life ===
