types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Konstantinos_Zappas,Konstantinos,41,0,0.5097811117428079,0.4962359394226595,0,3,== Biography == | === Early life ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Konstantinos_Zappas,Konstantinos,41,0,0.5097811117428079,0.4962359394226595,0,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/WikicatGreekPeopleOfAromanianDescent,http://dbpedia.org/resource/Konstantinos_Zappas,Konstantinos,41,0,0.5097811117428079,0.4962359394226595,0,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/WikicatGreekPhilanthropists,http://dbpedia.org/resource/Konstantinos_Zappas,Konstantinos,41,0,0.5097811117428079,0.4962359394226595,0,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/WikicatPeopleFromOdrie,http://dbpedia.org/resource/Konstantinos_Zappas,Konstantinos,41,0,0.5097811117428079,0.4962359394226595,0,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Konstantinos_Zappas,Konstantinos,41,0,0.5097811117428079,0.4962359394226595,0,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Konstantinos_Zappas,Konstantinos,41,0,0.5097811117428079,0.4962359394226595,0,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/Benefactor109608709,http://dbpedia.org/resource/Konstantinos_Zappas,Konstantinos,41,0,0.5097811117428079,0.4962359394226595,0,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Konstantinos_Zappas,Konstantinos,41,0,0.5097811117428079,0.4962359394226595,0,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/Donor110025730,http://dbpedia.org/resource/Konstantinos_Zappas,Konstantinos,41,0,0.5097811117428079,0.4962359394226595,0,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/GoodPerson110138767,http://dbpedia.org/resource/Konstantinos_Zappas,Konstantinos,41,0,0.5097811117428079,0.4962359394226595,0,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Konstantinos_Zappas,Konstantinos,41,0,0.5097811117428079,0.4962359394226595,0,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Konstantinos_Zappas,Konstantinos,41,0,0.5097811117428079,0.4962359394226595,0,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Konstantinos_Zappas,Konstantinos,41,0,0.5097811117428079,0.4962359394226595,0,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Konstantinos_Zappas,Konstantinos,41,0,0.5097811117428079,0.4962359394226595,0,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/Philanthropist110421956,http://dbpedia.org/resource/Konstantinos_Zappas,Konstantinos,41,0,0.5097811117428079,0.4962359394226595,0,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Konstantinos_Zappas,Konstantinos,41,0,0.5097811117428079,0.4962359394226595,0,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Konstantinos_Zappas,Konstantinos,41,0,0.5097811117428079,0.4962359394226595,0,3,== Biography == | === Early life ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Greek_folk_music,Greek folk music,154,43,1.0,0.0,1,3,== Biography == | === Early life ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Guitar,guitar,62370,36,0.9652463417474668,0.0347251361584767,4,3,== Biography == | === Early life ===
http://dbpedia.org/ontology/Agent,http://dbpedia.org/resource/Guitar,guitar,62370,36,0.9652463417474668,0.0347251361584767,4,3,== Biography == | === Early life ===
http://dbpedia.org/ontology/MusicalArtist,http://dbpedia.org/resource/Guitar,guitar,62370,36,0.9652463417474668,0.0347251361584767,4,3,== Biography == | === Early life ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Talk_box,Talkbox,328,173,1.0,0.0,5,3,== Biography == | === Early life ===
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/resource/Talk_box,Talkbox,328,173,1.0,0.0,5,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Talk_box,Talkbox,328,173,1.0,0.0,5,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/Device103183080,http://dbpedia.org/resource/Talk_box,Talkbox,328,173,1.0,0.0,5,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/ElectronicInstrument103279153,http://dbpedia.org/resource/Talk_box,Talkbox,328,173,1.0,0.0,5,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/Talk_box,Talkbox,328,173,1.0,0.0,5,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/MusicalInstrument103800933,http://dbpedia.org/resource/Talk_box,Talkbox,328,173,1.0,0.0,5,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Talk_box,Talkbox,328,173,1.0,0.0,5,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Talk_box,Talkbox,328,173,1.0,0.0,5,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Talk_box,Talkbox,328,173,1.0,0.0,5,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/WikicatElectronicMusicalInstruments,http://dbpedia.org/resource/Talk_box,Talkbox,328,173,1.0,0.0,5,3,== Biography == | === Early life ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Phonograph_record,vinyl,11066,60,0.9751778297915752,0.0236865564881497,6,3,== Biography == | === Early life ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Robot,robot,6894,27,0.9995570701172366,0.0003904216322996,7,3,== Biography == | === Early life ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Theophany,epiphanies,302,20,0.9982178014538822,0.0017730279090518,8,3,== Biography == | === Early life ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Classical_music,classical,10116,24,0.726562602675643,0.3743084129644999,10,3,== Biography == | === Early life ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Classical_music,classical,10116,24,0.726562602675643,0.3743084129644999,10,3,== Biography == | === Early life ===
