types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Neuroscientist,Neuroscientist,1023,20,1.0,0.0,0,68,== Selected publications == | === Books ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Neuroscientist,Neuroscientist,1023,20,1.0,0.0,0,68,== Selected publications == | === Books ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Neuroscientist,Neuroscientist,1023,20,1.0,0.0,0,68,== Selected publications == | === Books ===
