types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Sean_McDonald,Sean McDonald,4,0,0.999999999995083,0.0,0,16,== Discography == | === Miscellaneous ===
http://dbpedia.org/class/yago/WikicatAmericanBookEditors,http://dbpedia.org/resource/Sean_McDonald,Sean McDonald,4,0,0.999999999995083,0.0,0,16,== Discography == | === Miscellaneous ===
http://dbpedia.org/class/yago/Worker109632518,http://dbpedia.org/resource/Sean_McDonald,Sean McDonald,4,0,0.999999999995083,0.0,0,16,== Discography == | === Miscellaneous ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Sean_McDonald,Sean McDonald,4,0,0.999999999995083,0.0,0,16,== Discography == | === Miscellaneous ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Sean_McDonald,Sean McDonald,4,0,0.999999999995083,0.0,0,16,== Discography == | === Miscellaneous ===
http://dbpedia.org/class/yago/WikicatLivingPeople,http://dbpedia.org/resource/Sean_McDonald,Sean McDonald,4,0,0.999999999995083,0.0,0,16,== Discography == | === Miscellaneous ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Sean_McDonald,Sean McDonald,4,0,0.999999999995083,0.0,0,16,== Discography == | === Miscellaneous ===
http://dbpedia.org/class/yago/Editor110044879,http://dbpedia.org/resource/Sean_McDonald,Sean McDonald,4,0,0.999999999995083,0.0,0,16,== Discography == | === Miscellaneous ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Sean_McDonald,Sean McDonald,4,0,0.999999999995083,0.0,0,16,== Discography == | === Miscellaneous ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Sean_McDonald,Sean McDonald,4,0,0.999999999995083,0.0,0,16,== Discography == | === Miscellaneous ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Sean_McDonald,Sean McDonald,4,0,0.999999999995083,0.0,0,16,== Discography == | === Miscellaneous ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Sean_McDonald,Sean McDonald,4,0,0.999999999995083,0.0,0,16,== Discography == | === Miscellaneous ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Sean_McDonald,Sean McDonald,4,0,0.999999999995083,0.0,0,16,== Discography == | === Miscellaneous ===
http://dbpedia.org/class/yago/SkilledWorker110605985,http://dbpedia.org/resource/Sean_McDonald,Sean McDonald,4,0,0.999999999995083,0.0,0,16,== Discography == | === Miscellaneous ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Sean_McDonald,Sean McDonald,4,0,0.999999999995083,0.0,0,16,== Discography == | === Miscellaneous ===
