types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Place,http://dbpedia.org/resource/Six_Flags_AstroWorld,AstroWorld,182,178,0.9999999999845386,0.0,0,30,== Other ventures == | === Astroworld Festival ===
http://dbpedia.org/class/yago/WikicatAmusementParksInTexas,http://dbpedia.org/resource/Six_Flags_AstroWorld,AstroWorld,182,178,0.9999999999845386,0.0,0,30,== Other ventures == | === Astroworld Festival ===
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://dbpedia.org/resource/Six_Flags_AstroWorld,AstroWorld,182,178,0.9999999999845386,0.0,0,30,== Other ventures == | === Astroworld Festival ===
http://dbpedia.org/class/yago/WikicatDefunctAmusementParks,http://dbpedia.org/resource/Six_Flags_AstroWorld,AstroWorld,182,178,0.9999999999845386,0.0,0,30,== Other ventures == | === Astroworld Festival ===
http://dbpedia.org/class/yago/WikicatDefunctAmusementParksInTheUnitedStates,http://dbpedia.org/resource/Six_Flags_AstroWorld,AstroWorld,182,178,0.9999999999845386,0.0,0,30,== Other ventures == | === Astroworld Festival ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/Six_Flags_AstroWorld,AstroWorld,182,178,0.9999999999845386,0.0,0,30,== Other ventures == | === Astroworld Festival ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Six_Flags_AstroWorld,AstroWorld,182,178,0.9999999999845386,0.0,0,30,== Other ventures == | === Astroworld Festival ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Six_Flags_AstroWorld,AstroWorld,182,178,0.9999999999845386,0.0,0,30,== Other ventures == | === Astroworld Festival ===
http://dbpedia.org/class/yago/AmusementPark108494231,http://dbpedia.org/resource/Six_Flags_AstroWorld,AstroWorld,182,178,0.9999999999845386,0.0,0,30,== Other ventures == | === Astroworld Festival ===
http://dbpedia.org/class/yago/GeographicalArea108574314,http://dbpedia.org/resource/Six_Flags_AstroWorld,AstroWorld,182,178,0.9999999999845386,0.0,0,30,== Other ventures == | === Astroworld Festival ===
http://dbpedia.org/class/yago/Location100027167,http://dbpedia.org/resource/Six_Flags_AstroWorld,AstroWorld,182,178,0.9999999999845386,0.0,0,30,== Other ventures == | === Astroworld Festival ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Six_Flags_AstroWorld,AstroWorld,182,178,0.9999999999845386,0.0,0,30,== Other ventures == | === Astroworld Festival ===
http://dbpedia.org/class/yago/Park108615374,http://dbpedia.org/resource/Six_Flags_AstroWorld,AstroWorld,182,178,0.9999999999845386,0.0,0,30,== Other ventures == | === Astroworld Festival ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Six_Flags_AstroWorld,AstroWorld,182,178,0.9999999999845386,0.0,0,30,== Other ventures == | === Astroworld Festival ===
http://dbpedia.org/class/yago/Region108630985,http://dbpedia.org/resource/Six_Flags_AstroWorld,AstroWorld,182,178,0.9999999999845386,0.0,0,30,== Other ventures == | === Astroworld Festival ===
http://dbpedia.org/class/yago/ThemePark108662914,http://dbpedia.org/resource/Six_Flags_AstroWorld,AstroWorld,182,178,0.9999999999845386,0.0,0,30,== Other ventures == | === Astroworld Festival ===
http://dbpedia.org/class/yago/Tract108673395,http://dbpedia.org/resource/Six_Flags_AstroWorld,AstroWorld,182,178,0.9999999999845386,0.0,0,30,== Other ventures == | === Astroworld Festival ===
http://dbpedia.org/class/yago/WikicatFormerSixFlagsThemeParks,http://dbpedia.org/resource/Six_Flags_AstroWorld,AstroWorld,182,178,0.9999999999845386,0.0,0,30,== Other ventures == | === Astroworld Festival ===
