types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Copy_editing,copy desk,523,62,0.9999999999997726,0.0,0,6,== Career == | === Journalist ===
http://dbpedia.org/ontology/Book,http://dbpedia.org/resource/Copy_editing,copy desk,523,62,0.9999999999997726,0.0,0,6,== Career == | === Journalist ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Copy_editing,copy desk,523,62,0.9999999999997726,0.0,0,6,== Career == | === Journalist ===
