types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatPirateRadioStations,http://dbpedia.org/resource/Radio_in_New_Zealand,BFM,91,78,0.9999880847847642,1.191535536745861e-05,0,103,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/Radio_in_New_Zealand,BFM,91,78,0.9999880847847642,1.191535536745861e-05,0,103,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Radio_in_New_Zealand,BFM,91,78,0.9999880847847642,1.191535536745861e-05,0,103,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatRadioStationsInNewZealand,http://dbpedia.org/resource/Radio_in_New_Zealand,BFM,91,78,0.9999880847847642,1.191535536745861e-05,0,103,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Radio_in_New_Zealand,BFM,91,78,0.9999880847847642,1.191535536745861e-05,0,103,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/BroadcastingStation102903405,http://dbpedia.org/resource/Radio_in_New_Zealand,BFM,91,78,0.9999880847847642,1.191535536745861e-05,0,103,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Facility103315023,http://dbpedia.org/resource/Radio_in_New_Zealand,BFM,91,78,0.9999880847847642,1.191535536745861e-05,0,103,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Radio_in_New_Zealand,BFM,91,78,0.9999880847847642,1.191535536745861e-05,0,103,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Radio_in_New_Zealand,BFM,91,78,0.9999880847847642,1.191535536745861e-05,0,103,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/RadioStation104044119,http://dbpedia.org/resource/Radio_in_New_Zealand,BFM,91,78,0.9999880847847642,1.191535536745861e-05,0,103,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Station104306080,http://dbpedia.org/resource/Radio_in_New_Zealand,BFM,91,78,0.9999880847847642,1.191535536745861e-05,0,103,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Radio_in_New_Zealand,BFM,91,78,0.9999880847847642,1.191535536745861e-05,0,103,== Discography == | === As sideman ===
