types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Widelux,Widelux,14,134,1.0,0.0,1,19,== Other work == | === Photography ===
http://dbpedia.org/class/yago/Camera102942699,http://dbpedia.org/resource/Widelux,Widelux,14,134,1.0,0.0,1,19,== Other work == | === Photography ===
http://dbpedia.org/class/yago/Equipment103294048,http://dbpedia.org/resource/Widelux,Widelux,14,134,1.0,0.0,1,19,== Other work == | === Photography ===
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/Widelux,Widelux,14,134,1.0,0.0,1,19,== Other work == | === Photography ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Widelux,Widelux,14,134,1.0,0.0,1,19,== Other work == | === Photography ===
http://dbpedia.org/class/yago/PhotographicEquipment103926148,http://dbpedia.org/resource/Widelux,Widelux,14,134,1.0,0.0,1,19,== Other work == | === Photography ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Widelux,Widelux,14,134,1.0,0.0,1,19,== Other work == | === Photography ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Widelux,Widelux,14,134,1.0,0.0,1,19,== Other work == | === Photography ===
http://dbpedia.org/class/yago/WikicatPanoramicCameras,http://dbpedia.org/resource/Widelux,Widelux,14,134,1.0,0.0,1,19,== Other work == | === Photography ===
