types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Rodney-O_&_Joe_Cooley,Rodney O,23,10,0.9999995292247348,0.0,2,21,== Discography == | === Guest appearances ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Rodney-O_&_Joe_Cooley,Rodney O,23,10,0.9999995292247348,0.0,2,21,== Discography == | === Guest appearances ===
http://dbpedia.org/class/yago/WikicatWestCoastHipHopGroups,http://dbpedia.org/resource/Rodney-O_&_Joe_Cooley,Rodney O,23,10,0.9999995292247348,0.0,2,21,== Discography == | === Guest appearances ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Rodney-O_&_Joe_Cooley,Rodney O,23,10,0.9999995292247348,0.0,2,21,== Discography == | === Guest appearances ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Rodney-O_&_Joe_Cooley,Rodney O,23,10,0.9999995292247348,0.0,2,21,== Discography == | === Guest appearances ===
