types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Lithography,Lithographs,4079,0,0.9999997898005624,0.0,1,25,== Selected list of works == | === Lithographs ===
http://dbpedia.org/ontology/Software,http://dbpedia.org/resource/Lithography,Lithographs,4079,0,0.9999997898005624,0.0,1,25,== Selected list of works == | === Lithographs ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Lithography,Lithographs,4079,0,0.9999997898005624,0.0,1,25,== Selected list of works == | === Lithographs ===
