types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatLaboursOfHercules,http://dbpedia.org/resource/Labours_of_Hercules,twelve labours,208,153,0.9999999999996874,0.0,1,18,== Life and career == | === 1903–1918 ===
http://dbpedia.org/ontology/TelevisionShow,http://dbpedia.org/resource/Labours_of_Hercules,twelve labours,208,153,0.9999999999996874,0.0,1,18,== Life and career == | === 1903–1918 ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Labours_of_Hercules,twelve labours,208,153,0.9999999999996874,0.0,1,18,== Life and career == | === 1903–1918 ===
http://dbpedia.org/class/yago/Class107974025,http://dbpedia.org/resource/Labours_of_Hercules,twelve labours,208,153,0.9999999999996874,0.0,1,18,== Life and career == | === 1903–1918 ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Labours_of_Hercules,twelve labours,208,153,0.9999999999996874,0.0,1,18,== Life and career == | === 1903–1918 ===
http://dbpedia.org/class/yago/Labor108180639,http://dbpedia.org/resource/Labours_of_Hercules,twelve labours,208,153,0.9999999999996874,0.0,1,18,== Life and career == | === 1903–1918 ===
http://dbpedia.org/class/yago/People107942152,http://dbpedia.org/resource/Labours_of_Hercules,twelve labours,208,153,0.9999999999996874,0.0,1,18,== Life and career == | === 1903–1918 ===
