types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Philology,philologists,4972,18,0.9999999999999716,0.0,40,15,== Biography == | === Final years ===
http://dbpedia.org/ontology/Book,http://dbpedia.org/resource/Philology,philologists,4972,18,0.9999999999999716,0.0,40,15,== Biography == | === Final years ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Philology,philologists,4972,18,0.9999999999999716,0.0,40,15,== Biography == | === Final years ===
