types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatBasicFinancialConcepts,http://dbpedia.org/resource/Tax_shield,tax shield,27,26,1.0,0.0,12,52,== Personal life == | === Politics ===
http://dbpedia.org/ontology/Album,http://dbpedia.org/resource/Tax_shield,tax shield,27,26,1.0,0.0,12,52,== Personal life == | === Politics ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Tax_shield,tax shield,27,26,1.0,0.0,12,52,== Personal life == | === Politics ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Tax_shield,tax shield,27,26,1.0,0.0,12,52,== Personal life == | === Politics ===
http://dbpedia.org/class/yago/Concept105835747,http://dbpedia.org/resource/Tax_shield,tax shield,27,26,1.0,0.0,12,52,== Personal life == | === Politics ===
http://dbpedia.org/class/yago/Content105809192,http://dbpedia.org/resource/Tax_shield,tax shield,27,26,1.0,0.0,12,52,== Personal life == | === Politics ===
http://dbpedia.org/class/yago/Idea105833840,http://dbpedia.org/resource/Tax_shield,tax shield,27,26,1.0,0.0,12,52,== Personal life == | === Politics ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Tax_shield,tax shield,27,26,1.0,0.0,12,52,== Personal life == | === Politics ===
