types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Joint_venture,Joint venture,4527,0,0.9999999999920064,0.0,1,11,== Concerts == | === Joint venture ===
http://dbpedia.org/ontology/Company,http://dbpedia.org/resource/Joint_venture,Joint venture,4527,0,0.9999999999920064,0.0,1,11,== Concerts == | === Joint venture ===
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/resource/Joint_venture,Joint venture,4527,0,0.9999999999920064,0.0,1,11,== Concerts == | === Joint venture ===
