types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Loop_di_Love,Loop di Love,4,99,1.0,0.0,5,21,== Career == | === UK records ===
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/Loop_di_Love,Loop di Love,4,99,1.0,0.0,5,21,== Career == | === UK records ===
http://dbpedia.org/class/yago/Medium106254669,http://dbpedia.org/resource/Loop_di_Love,Loop di Love,4,99,1.0,0.0,5,21,== Career == | === UK records ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Loop_di_Love,Loop di Love,4,99,1.0,0.0,5,21,== Career == | === UK records ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Loop_di_Love,Loop di Love,4,99,1.0,0.0,5,21,== Career == | === UK records ===
http://dbpedia.org/ontology/Single,http://dbpedia.org/resource/Loop_di_Love,Loop di Love,4,99,1.0,0.0,5,21,== Career == | === UK records ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Loop_di_Love,Loop di Love,4,99,1.0,0.0,5,21,== Career == | === UK records ===
http://dbpedia.org/class/yago/Wikicat1971Singles,http://dbpedia.org/resource/Loop_di_Love,Loop di Love,4,99,1.0,0.0,5,21,== Career == | === UK records ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Loop_di_Love,Loop di Love,4,99,1.0,0.0,5,21,== Career == | === UK records ===
