types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Urs_App,Urs App,26,109,0.9999999999986642,0.0,2,106,== Philosophy == | ==== Buddhism ====
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Urs_App,Urs App,26,109,0.9999999999986642,0.0,2,106,== Philosophy == | ==== Buddhism ====
http://dbpedia.org/class/yago/WikicatIntellectualHistorians,http://dbpedia.org/resource/Urs_App,Urs App,26,109,0.9999999999986642,0.0,2,106,== Philosophy == | ==== Buddhism ====
http://dbpedia.org/class/yago/WikicatJapanese-languageWriters,http://dbpedia.org/resource/Urs_App,Urs App,26,109,0.9999999999986642,0.0,2,106,== Philosophy == | ==== Buddhism ====
http://dbpedia.org/class/yago/WikicatBuddhistStudiesScholars,http://dbpedia.org/resource/Urs_App,Urs App,26,109,0.9999999999986642,0.0,2,106,== Philosophy == | ==== Buddhism ====
http://dbpedia.org/class/yago/Writer110794014,http://dbpedia.org/resource/Urs_App,Urs App,26,109,0.9999999999986642,0.0,2,106,== Philosophy == | ==== Buddhism ====
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Urs_App,Urs App,26,109,0.9999999999986642,0.0,2,106,== Philosophy == | ==== Buddhism ====
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Urs_App,Urs App,26,109,0.9999999999986642,0.0,2,106,== Philosophy == | ==== Buddhism ====
http://dbpedia.org/class/yago/WikicatLivingPeople,http://dbpedia.org/resource/Urs_App,Urs App,26,109,0.9999999999986642,0.0,2,106,== Philosophy == | ==== Buddhism ====
http://dbpedia.org/class/yago/Academician109759069,http://dbpedia.org/resource/Urs_App,Urs App,26,109,0.9999999999986642,0.0,2,106,== Philosophy == | ==== Buddhism ====
http://dbpedia.org/class/yago/Adult109605289,http://dbpedia.org/resource/Urs_App,Urs App,26,109,0.9999999999986642,0.0,2,106,== Philosophy == | ==== Buddhism ====
http://dbpedia.org/class/yago/Alumnus109786338,http://dbpedia.org/resource/Urs_App,Urs App,26,109,0.9999999999986642,0.0,2,106,== Philosophy == | ==== Buddhism ====
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Urs_App,Urs App,26,109,0.9999999999986642,0.0,2,106,== Philosophy == | ==== Buddhism ====
http://dbpedia.org/class/yago/Communicator109610660,http://dbpedia.org/resource/Urs_App,Urs App,26,109,0.9999999999986642,0.0,2,106,== Philosophy == | ==== Buddhism ====
http://dbpedia.org/class/yago/Educator110045713,http://dbpedia.org/resource/Urs_App,Urs App,26,109,0.9999999999986642,0.0,2,106,== Philosophy == | ==== Buddhism ====
http://dbpedia.org/class/yago/Expert109617867,http://dbpedia.org/resource/Urs_App,Urs App,26,109,0.9999999999986642,0.0,2,106,== Philosophy == | ==== Buddhism ====
http://dbpedia.org/class/yago/Historian110177150,http://dbpedia.org/resource/Urs_App,Urs App,26,109,0.9999999999986642,0.0,2,106,== Philosophy == | ==== Buddhism ====
http://dbpedia.org/class/yago/Intellectual109621545,http://dbpedia.org/resource/Urs_App,Urs App,26,109,0.9999999999986642,0.0,2,106,== Philosophy == | ==== Buddhism ====
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Urs_App,Urs App,26,109,0.9999999999986642,0.0,2,106,== Philosophy == | ==== Buddhism ====
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Urs_App,Urs App,26,109,0.9999999999986642,0.0,2,106,== Philosophy == | ==== Buddhism ====
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Urs_App,Urs App,26,109,0.9999999999986642,0.0,2,106,== Philosophy == | ==== Buddhism ====
http://dbpedia.org/class/yago/Orientalist110383689,http://dbpedia.org/resource/Urs_App,Urs App,26,109,0.9999999999986642,0.0,2,106,== Philosophy == | ==== Buddhism ====
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Urs_App,Urs App,26,109,0.9999999999986642,0.0,2,106,== Philosophy == | ==== Buddhism ====
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Urs_App,Urs App,26,109,0.9999999999986642,0.0,2,106,== Philosophy == | ==== Buddhism ====
http://dbpedia.org/class/yago/Professional110480253,http://dbpedia.org/resource/Urs_App,Urs App,26,109,0.9999999999986642,0.0,2,106,== Philosophy == | ==== Buddhism ====
http://dbpedia.org/class/yago/Scholar110557854,http://dbpedia.org/resource/Urs_App,Urs App,26,109,0.9999999999986642,0.0,2,106,== Philosophy == | ==== Buddhism ====
http://dbpedia.org/class/yago/Specialist110631941,http://dbpedia.org/resource/Urs_App,Urs App,26,109,0.9999999999986642,0.0,2,106,== Philosophy == | ==== Buddhism ====
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Urs_App,Urs App,26,109,0.9999999999986642,0.0,2,106,== Philosophy == | ==== Buddhism ====
http://dbpedia.org/class/yago/WikicatSwissAcademics,http://dbpedia.org/resource/Urs_App,Urs App,26,109,0.9999999999986642,0.0,2,106,== Philosophy == | ==== Buddhism ====
http://dbpedia.org/class/yago/WikicatSwissHistorians,http://dbpedia.org/resource/Urs_App,Urs App,26,109,0.9999999999986642,0.0,2,106,== Philosophy == | ==== Buddhism ====
http://dbpedia.org/class/yago/WikicatSwissOrientalists,http://dbpedia.org/resource/Urs_App,Urs App,26,109,0.9999999999986642,0.0,2,106,== Philosophy == | ==== Buddhism ====
http://dbpedia.org/class/yago/WikicatSwissPeople,http://dbpedia.org/resource/Urs_App,Urs App,26,109,0.9999999999986642,0.0,2,106,== Philosophy == | ==== Buddhism ====
http://dbpedia.org/class/yago/WikicatSwissWriters,http://dbpedia.org/resource/Urs_App,Urs App,26,109,0.9999999999986642,0.0,2,106,== Philosophy == | ==== Buddhism ====
http://dbpedia.org/class/yago/WikicatTempleUniversityAlumni,http://dbpedia.org/resource/Urs_App,Urs App,26,109,0.9999999999986642,0.0,2,106,== Philosophy == | ==== Buddhism ====
