types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Advise_&_Consent,Advise & Consent,87,90,0.99999999999784,0.0,0,14,== Career == | === 1960s ===
http://dbpedia.org/class/yago/WikicatAmericanFilms,http://dbpedia.org/resource/Advise_&_Consent,Advise & Consent,87,90,0.99999999999784,0.0,0,14,== Career == | === 1960s ===
http://dbpedia.org/class/yago/WikicatAmericanLGBT-relatedFilms,http://dbpedia.org/resource/Advise_&_Consent,Advise & Consent,87,90,0.99999999999784,0.0,0,14,== Career == | === 1960s ===
http://dbpedia.org/class/yago/WikicatAmericanPoliticalDramaFilms,http://dbpedia.org/resource/Advise_&_Consent,Advise & Consent,87,90,0.99999999999784,0.0,0,14,== Career == | === 1960s ===
http://dbpedia.org/class/yago/WikicatLGBT-relatedDramaFilms,http://dbpedia.org/resource/Advise_&_Consent,Advise & Consent,87,90,0.99999999999784,0.0,0,14,== Career == | === 1960s ===
http://dbpedia.org/ontology/Film,http://dbpedia.org/resource/Advise_&_Consent,Advise & Consent,87,90,0.99999999999784,0.0,0,14,== Career == | === 1960s ===
http://dbpedia.org/class/yago/WikicatBlack-and-whiteFilms,http://dbpedia.org/resource/Advise_&_Consent,Advise & Consent,87,90,0.99999999999784,0.0,0,14,== Career == | === 1960s ===
http://dbpedia.org/class/yago/WikicatColumbiaPicturesFilms,http://dbpedia.org/resource/Advise_&_Consent,Advise & Consent,87,90,0.99999999999784,0.0,0,14,== Career == | === 1960s ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Advise_&_Consent,Advise & Consent,87,90,0.99999999999784,0.0,0,14,== Career == | === 1960s ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Advise_&_Consent,Advise & Consent,87,90,0.99999999999784,0.0,0,14,== Career == | === 1960s ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Advise_&_Consent,Advise & Consent,87,90,0.99999999999784,0.0,0,14,== Career == | === 1960s ===
http://dbpedia.org/class/yago/Creation103129123,http://dbpedia.org/resource/Advise_&_Consent,Advise & Consent,87,90,0.99999999999784,0.0,0,14,== Career == | === 1960s ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Advise_&_Consent,Advise & Consent,87,90,0.99999999999784,0.0,0,14,== Career == | === 1960s ===
http://dbpedia.org/class/yago/Movie106613686,http://dbpedia.org/resource/Advise_&_Consent,Advise & Consent,87,90,0.99999999999784,0.0,0,14,== Career == | === 1960s ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Advise_&_Consent,Advise & Consent,87,90,0.99999999999784,0.0,0,14,== Career == | === 1960s ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Advise_&_Consent,Advise & Consent,87,90,0.99999999999784,0.0,0,14,== Career == | === 1960s ===
http://dbpedia.org/class/yago/Product104007894,http://dbpedia.org/resource/Advise_&_Consent,Advise & Consent,87,90,0.99999999999784,0.0,0,14,== Career == | === 1960s ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Advise_&_Consent,Advise & Consent,87,90,0.99999999999784,0.0,0,14,== Career == | === 1960s ===
http://dbpedia.org/class/yago/Show106619065,http://dbpedia.org/resource/Advise_&_Consent,Advise & Consent,87,90,0.99999999999784,0.0,0,14,== Career == | === 1960s ===
http://dbpedia.org/class/yago/SocialEvent107288639,http://dbpedia.org/resource/Advise_&_Consent,Advise & Consent,87,90,0.99999999999784,0.0,0,14,== Career == | === 1960s ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Advise_&_Consent,Advise & Consent,87,90,0.99999999999784,0.0,0,14,== Career == | === 1960s ===
http://dbpedia.org/class/yago/Wikicat1960sDramaFilms,http://dbpedia.org/resource/Advise_&_Consent,Advise & Consent,87,90,0.99999999999784,0.0,0,14,== Career == | === 1960s ===
http://dbpedia.org/class/yago/Wikicat1960sLGBT-relatedFilms,http://dbpedia.org/resource/Advise_&_Consent,Advise & Consent,87,90,0.99999999999784,0.0,0,14,== Career == | === 1960s ===
http://dbpedia.org/class/yago/Wikicat1962Films,http://dbpedia.org/resource/Advise_&_Consent,Advise & Consent,87,90,0.99999999999784,0.0,0,14,== Career == | === 1960s ===
http://dbpedia.org/class/yago/WikicatEnglish-languageFilms,http://dbpedia.org/resource/Advise_&_Consent,Advise & Consent,87,90,0.99999999999784,0.0,0,14,== Career == | === 1960s ===
http://dbpedia.org/class/yago/WikicatFilmsAboutPoliticians,http://dbpedia.org/resource/Advise_&_Consent,Advise & Consent,87,90,0.99999999999784,0.0,0,14,== Career == | === 1960s ===
http://dbpedia.org/class/yago/WikicatFilmsBasedOnBooks,http://dbpedia.org/resource/Advise_&_Consent,Advise & Consent,87,90,0.99999999999784,0.0,0,14,== Career == | === 1960s ===
http://dbpedia.org/class/yago/WikicatFilmsBasedOnNovels,http://dbpedia.org/resource/Advise_&_Consent,Advise & Consent,87,90,0.99999999999784,0.0,0,14,== Career == | === 1960s ===
http://dbpedia.org/class/yago/WikicatFilmsDirectedByOttoPreminger,http://dbpedia.org/resource/Advise_&_Consent,Advise & Consent,87,90,0.99999999999784,0.0,0,14,== Career == | === 1960s ===
