types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Brothers_Grimm,The Brothers Grimm,1632,0,0.999999616294036,3.83706112103101e-07,4,31,== Career == | === Box office ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Brothers_Grimm,The Brothers Grimm,1632,0,0.999999616294036,3.83706112103101e-07,4,31,== Career == | === Box office ===
http://dbpedia.org/ontology/Politician,http://dbpedia.org/resource/Brothers_Grimm,The Brothers Grimm,1632,0,0.999999616294036,3.83706112103101e-07,4,31,== Career == | === Box office ===
