types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/Measure100033615,http://dbpedia.org/resource/Ten_thousand_years,Banzai!,74,2,0.9999884038633878,8.58306638870712e-06,0,40,== Filmography == | === TV dramas ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Ten_thousand_years,Banzai!,74,2,0.9999884038633878,8.58306638870712e-06,0,40,== Filmography == | === TV dramas ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Ten_thousand_years,Banzai!,74,2,0.9999884038633878,8.58306638870712e-06,0,40,== Filmography == | === TV dramas ===
http://dbpedia.org/class/yago/ExpressiveStyle107066659,http://dbpedia.org/resource/Ten_thousand_years,Banzai!,74,2,0.9999884038633878,8.58306638870712e-06,0,40,== Filmography == | === TV dramas ===
http://dbpedia.org/class/yago/Formulation107069948,http://dbpedia.org/resource/Ten_thousand_years,Banzai!,74,2,0.9999884038633878,8.58306638870712e-06,0,40,== Filmography == | === TV dramas ===
http://dbpedia.org/class/yago/WikicatIdioms,http://dbpedia.org/resource/Ten_thousand_years,Banzai!,74,2,0.9999884038633878,8.58306638870712e-06,0,40,== Filmography == | === TV dramas ===
http://dbpedia.org/class/yago/WikicatUnitsOfTime,http://dbpedia.org/resource/Ten_thousand_years,Banzai!,74,2,0.9999884038633878,8.58306638870712e-06,0,40,== Filmography == | === TV dramas ===
http://dbpedia.org/class/yago/TimeUnit115154774,http://dbpedia.org/resource/Ten_thousand_years,Banzai!,74,2,0.9999884038633878,8.58306638870712e-06,0,40,== Filmography == | === TV dramas ===
http://dbpedia.org/class/yago/Parlance107081177,http://dbpedia.org/resource/Ten_thousand_years,Banzai!,74,2,0.9999884038633878,8.58306638870712e-06,0,40,== Filmography == | === TV dramas ===
