types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Classical_language,Classical Language,239,98,0.99999999999514,0.0,1,28,== Awards and honors == | === National Awards ===
http://dbpedia.org/ontology/Language,http://dbpedia.org/resource/Classical_language,Classical Language,239,98,0.99999999999514,0.0,1,28,== Awards and honors == | === National Awards ===
http://dbpedia.org/class/yago/WikicatClassicalLanguages,http://dbpedia.org/resource/Classical_language,Classical Language,239,98,0.99999999999514,0.0,1,28,== Awards and honors == | === National Awards ===
http://dbpedia.org/class/yago/WikicatLanguages,http://dbpedia.org/resource/Classical_language,Classical Language,239,98,0.99999999999514,0.0,1,28,== Awards and honors == | === National Awards ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Classical_language,Classical Language,239,98,0.99999999999514,0.0,1,28,== Awards and honors == | === National Awards ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Classical_language,Classical Language,239,98,0.99999999999514,0.0,1,28,== Awards and honors == | === National Awards ===
http://dbpedia.org/class/yago/Language106282651,http://dbpedia.org/resource/Classical_language,Classical Language,239,98,0.99999999999514,0.0,1,28,== Awards and honors == | === National Awards ===
http://dbpedia.org/class/yago/WikicatIndo-EuropeanLanguages,http://dbpedia.org/resource/Classical_language,Classical Language,239,98,0.99999999999514,0.0,1,28,== Awards and honors == | === National Awards ===
http://dbpedia.org/class/yago/WikicatExtinctLanguages,http://dbpedia.org/resource/Classical_language,Classical Language,239,98,0.99999999999514,0.0,1,28,== Awards and honors == | === National Awards ===
