types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatBuildingsAndStructuresInIndia,http://dbpedia.org/resource/Haveli,Havelis,440,37,1.0,0.0,0,20,== Musicianship == | === Repertoire ===
http://dbpedia.org/class/yago/WikicatBuildingsAndStructuresInPakistan,http://dbpedia.org/resource/Haveli,Havelis,440,37,1.0,0.0,0,20,== Musicianship == | === Repertoire ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/Haveli,Havelis,440,37,1.0,0.0,0,20,== Musicianship == | === Repertoire ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Haveli,Havelis,440,37,1.0,0.0,0,20,== Musicianship == | === Repertoire ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Haveli,Havelis,440,37,1.0,0.0,0,20,== Musicianship == | === Repertoire ===
http://dbpedia.org/class/yago/Building102913152,http://dbpedia.org/resource/Haveli,Havelis,440,37,1.0,0.0,0,20,== Musicianship == | === Repertoire ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Haveli,Havelis,440,37,1.0,0.0,0,20,== Musicianship == | === Repertoire ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Haveli,Havelis,440,37,1.0,0.0,0,20,== Musicianship == | === Repertoire ===
http://dbpedia.org/class/yago/Structure104341686,http://dbpedia.org/resource/Haveli,Havelis,440,37,1.0,0.0,0,20,== Musicianship == | === Repertoire ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Haveli,Havelis,440,37,1.0,0.0,0,20,== Musicianship == | === Repertoire ===
