types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatAwardsEstablishedIn1998,http://dbpedia.org/resource/Teaching_Awards,Teaching Awards,22,69,0.9999999999972432,0.0,0,21,== Career == | === Academia ===
http://dbpedia.org/ontology/Award,http://dbpedia.org/resource/Teaching_Awards,Teaching Awards,22,69,0.9999999999972432,0.0,0,21,== Career == | === Academia ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Teaching_Awards,Teaching Awards,22,69,0.9999999999972432,0.0,0,21,== Career == | === Academia ===
http://dbpedia.org/class/yago/Award106696483,http://dbpedia.org/resource/Teaching_Awards,Teaching Awards,22,69,0.9999999999972432,0.0,0,21,== Career == | === Academia ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Teaching_Awards,Teaching Awards,22,69,0.9999999999972432,0.0,0,21,== Career == | === Academia ===
http://dbpedia.org/class/yago/Signal106791372,http://dbpedia.org/resource/Teaching_Awards,Teaching Awards,22,69,0.9999999999972432,0.0,0,21,== Career == | === Academia ===
http://dbpedia.org/class/yago/Symbol106806469,http://dbpedia.org/resource/Teaching_Awards,Teaching Awards,22,69,0.9999999999972432,0.0,0,21,== Career == | === Academia ===
http://dbpedia.org/class/yago/WikicatEducationalAwardsInTheUnitedKingdom,http://dbpedia.org/resource/Teaching_Awards,Teaching Awards,22,69,0.9999999999972432,0.0,0,21,== Career == | === Academia ===
