types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/MilitaryUnit,http://dbpedia.org/resource/Code_word,codeword,317,115,0.99999823753716,1.76226333501605e-06,2,17,== Criss Angel Believe == | === Stage show ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Code_word,codeword,317,115,0.99999823753716,1.76226333501605e-06,2,17,== Criss Angel Believe == | === Stage show ===
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/Code_word,codeword,317,115,0.99999823753716,1.76226333501605e-06,2,17,== Criss Angel Believe == | === Stage show ===
http://dbpedia.org/class/yago/Medium106254669,http://dbpedia.org/resource/Code_word,codeword,317,115,0.99999823753716,1.76226333501605e-06,2,17,== Criss Angel Believe == | === Stage show ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Code_word,codeword,317,115,0.99999823753716,1.76226333501605e-06,2,17,== Criss Angel Believe == | === Stage show ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Code_word,codeword,317,115,0.99999823753716,1.76226333501605e-06,2,17,== Criss Angel Believe == | === Stage show ===
http://dbpedia.org/class/yago/Telecommunication106271778,http://dbpedia.org/resource/Code_word,codeword,317,115,0.99999823753716,1.76226333501605e-06,2,17,== Criss Angel Believe == | === Stage show ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Code_word,codeword,317,115,0.99999823753716,1.76226333501605e-06,2,17,== Criss Angel Believe == | === Stage show ===
http://dbpedia.org/class/yago/WikicatTelecommunications,http://dbpedia.org/resource/Code_word,codeword,317,115,0.99999823753716,1.76226333501605e-06,2,17,== Criss Angel Believe == | === Stage show ===
