types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/New_York_City_Subway_map,New York City subway map,39,96,1.0,0.0,3,15,== Other projects == | === Commercial work ===
http://dbpedia.org/class/yago/WikicatRailroadMaps,http://dbpedia.org/resource/New_York_City_Subway_map,New York City subway map,39,96,1.0,0.0,3,15,== Other projects == | === Commercial work ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/New_York_City_Subway_map,New York City subway map,39,96,1.0,0.0,3,15,== Other projects == | === Commercial work ===
http://dbpedia.org/class/yago/Creation103129123,http://dbpedia.org/resource/New_York_City_Subway_map,New York City subway map,39,96,1.0,0.0,3,15,== Other projects == | === Commercial work ===
http://dbpedia.org/class/yago/Map103720163,http://dbpedia.org/resource/New_York_City_Subway_map,New York City subway map,39,96,1.0,0.0,3,15,== Other projects == | === Commercial work ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/New_York_City_Subway_map,New York City subway map,39,96,1.0,0.0,3,15,== Other projects == | === Commercial work ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/New_York_City_Subway_map,New York City subway map,39,96,1.0,0.0,3,15,== Other projects == | === Commercial work ===
http://dbpedia.org/class/yago/Representation104076846,http://dbpedia.org/resource/New_York_City_Subway_map,New York City subway map,39,96,1.0,0.0,3,15,== Other projects == | === Commercial work ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/New_York_City_Subway_map,New York City subway map,39,96,1.0,0.0,3,15,== Other projects == | === Commercial work ===
