types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Foam_hand,foam finger,11,87,0.9999999999992042,0.0,4,25,== Artistry == | === Stage performances ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Foam_hand,foam finger,11,87,0.9999999999992042,0.0,4,25,== Artistry == | === Stage performances ===
http://dbpedia.org/class/yago/WikicatSymbols,http://dbpedia.org/resource/Foam_hand,foam finger,11,87,0.9999999999992042,0.0,4,25,== Artistry == | === Stage performances ===
http://dbpedia.org/class/yago/Signal106791372,http://dbpedia.org/resource/Foam_hand,foam finger,11,87,0.9999999999992042,0.0,4,25,== Artistry == | === Stage performances ===
http://dbpedia.org/class/yago/Symbol106806469,http://dbpedia.org/resource/Foam_hand,foam finger,11,87,0.9999999999992042,0.0,4,25,== Artistry == | === Stage performances ===
