types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatArchaeologicalSitesInIreland,http://dbpedia.org/resource/Souterrain,Souterrain,193,11,0.9999999999999858,0.0,0,14,== Discography == | === Singles ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/Souterrain,Souterrain,193,11,0.9999999999999858,0.0,0,14,== Discography == | === Singles ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Souterrain,Souterrain,193,11,0.9999999999999858,0.0,0,14,== Discography == | === Singles ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Souterrain,Souterrain,193,11,0.9999999999999858,0.0,0,14,== Discography == | === Singles ===
http://dbpedia.org/class/yago/WikicatRooms,http://dbpedia.org/resource/Souterrain,Souterrain,193,11,0.9999999999999858,0.0,0,14,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Area102735688,http://dbpedia.org/resource/Souterrain,Souterrain,193,11,0.9999999999999858,0.0,0,14,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Souterrain,Souterrain,193,11,0.9999999999999858,0.0,0,14,== Discography == | === Singles ===
http://dbpedia.org/class/yago/GeographicalArea108574314,http://dbpedia.org/resource/Souterrain,Souterrain,193,11,0.9999999999999858,0.0,0,14,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Location100027167,http://dbpedia.org/resource/Souterrain,Souterrain,193,11,0.9999999999999858,0.0,0,14,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Souterrain,Souterrain,193,11,0.9999999999999858,0.0,0,14,== Discography == | === Singles ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Souterrain,Souterrain,193,11,0.9999999999999858,0.0,0,14,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Region108630985,http://dbpedia.org/resource/Souterrain,Souterrain,193,11,0.9999999999999858,0.0,0,14,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Room104105893,http://dbpedia.org/resource/Souterrain,Souterrain,193,11,0.9999999999999858,0.0,0,14,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Site108651247,http://dbpedia.org/resource/Souterrain,Souterrain,193,11,0.9999999999999858,0.0,0,14,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Structure104341686,http://dbpedia.org/resource/Souterrain,Souterrain,193,11,0.9999999999999858,0.0,0,14,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Tract108673395,http://dbpedia.org/resource/Souterrain,Souterrain,193,11,0.9999999999999858,0.0,0,14,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Souterrain,Souterrain,193,11,0.9999999999999858,0.0,0,14,== Discography == | === Singles ===
