types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Emperor,imperial monarch,5148,193,0.9999999999963052,0.0,0,25,== Biography == | === Tax exile ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Emperor,imperial monarch,5148,193,0.9999999999963052,0.0,0,25,== Biography == | === Tax exile ===
http://dbpedia.org/ontology/Band,http://dbpedia.org/resource/Emperor,imperial monarch,5148,193,0.9999999999963052,0.0,0,25,== Biography == | === Tax exile ===
