types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Language,http://dbpedia.org/resource/Cant_(language),Argot,468,18,0.997894271265822,0.0,0,24,== Selected discography == | === Studio albums ===
http://dbpedia.org/class/yago/WikicatCantLanguages,http://dbpedia.org/resource/Cant_(language),Argot,468,18,0.997894271265822,0.0,0,24,== Selected discography == | === Studio albums ===
http://dbpedia.org/class/yago/WikicatLanguageVarietiesAndStyles,http://dbpedia.org/resource/Cant_(language),Argot,468,18,0.997894271265822,0.0,0,24,== Selected discography == | === Studio albums ===
http://dbpedia.org/class/yago/WikicatShibboleths,http://dbpedia.org/resource/Cant_(language),Argot,468,18,0.997894271265822,0.0,0,24,== Selected discography == | === Studio albums ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Cant_(language),Argot,468,18,0.997894271265822,0.0,0,24,== Selected discography == | === Studio albums ===
http://dbpedia.org/class/yago/Assortment108398773,http://dbpedia.org/resource/Cant_(language),Argot,468,18,0.997894271265822,0.0,0,24,== Selected discography == | === Studio albums ===
http://dbpedia.org/class/yago/AuditoryCommunication107109019,http://dbpedia.org/resource/Cant_(language),Argot,468,18,0.997894271265822,0.0,0,24,== Selected discography == | === Studio albums ===
http://dbpedia.org/class/yago/Collection107951464,http://dbpedia.org/resource/Cant_(language),Argot,468,18,0.997894271265822,0.0,0,24,== Selected discography == | === Studio albums ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Cant_(language),Argot,468,18,0.997894271265822,0.0,0,24,== Selected discography == | === Studio albums ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Cant_(language),Argot,468,18,0.997894271265822,0.0,0,24,== Selected discography == | === Studio albums ===
http://dbpedia.org/class/yago/Language106282651,http://dbpedia.org/resource/Cant_(language),Argot,468,18,0.997894271265822,0.0,0,24,== Selected discography == | === Studio albums ===
http://dbpedia.org/class/yago/Motto107152259,http://dbpedia.org/resource/Cant_(language),Argot,468,18,0.997894271265822,0.0,0,24,== Selected discography == | === Studio albums ===
http://dbpedia.org/class/yago/Saying107151380,http://dbpedia.org/resource/Cant_(language),Argot,468,18,0.997894271265822,0.0,0,24,== Selected discography == | === Studio albums ===
http://dbpedia.org/class/yago/Speech107109196,http://dbpedia.org/resource/Cant_(language),Argot,468,18,0.997894271265822,0.0,0,24,== Selected discography == | === Studio albums ===
