types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Jun_Abe,Jun Abe,6,182,1.0,0.0,5,2,== Biography ==
http://dbpedia.org/ontology/MusicalArtist,http://dbpedia.org/resource/Jun_Abe,Jun Abe,6,182,1.0,0.0,5,2,== Biography ==
http://dbpedia.org/ontology/Writer,http://dbpedia.org/resource/Aruko,aruko,12,28,1.0,0.0,0,8,== Discography == | === Album ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Gurdjar_language,Areba,44,7,0.9999999999575948,0.0,0,34,== Discography == | === Singles ===
http://dbpedia.org/ontology/Language,http://dbpedia.org/resource/Gurdjar_language,Areba,44,7,0.9999999999575948,0.0,0,34,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Gurdjar_language,Areba,44,7,0.9999999999575948,0.0,0,34,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Gurdjar_language,Areba,44,7,0.9999999999575948,0.0,0,34,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Language106282651,http://dbpedia.org/resource/Gurdjar_language,Areba,44,7,0.9999999999575948,0.0,0,34,== Discography == | === Singles ===
http://dbpedia.org/class/yago/WikicatPamanLanguages,http://dbpedia.org/resource/Gurdjar_language,Areba,44,7,0.9999999999575948,0.0,0,34,== Discography == | === Singles ===
