types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Gene_Klavan,Gene Klavan,10,167,1.0,0.0,2,10,== Career == | === Television career ===
http://dbpedia.org/class/yago/WikicatAmericanRadioPersonalities,http://dbpedia.org/resource/Gene_Klavan,Gene Klavan,10,167,1.0,0.0,2,10,== Career == | === Television career ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Gene_Klavan,Gene Klavan,10,167,1.0,0.0,2,10,== Career == | === Television career ===
http://dbpedia.org/class/yago/Attribute100024264,http://dbpedia.org/resource/Gene_Klavan,Gene Klavan,10,167,1.0,0.0,2,10,== Career == | === Television career ===
http://dbpedia.org/class/yago/Personality104617562,http://dbpedia.org/resource/Gene_Klavan,Gene Klavan,10,167,1.0,0.0,2,10,== Career == | === Television career ===
