types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Mod_(subculture),Mod movement,762,65,0.9999999889298864,0.0,8,8,== Career == | === Music ===
http://dbpedia.org/ontology/TopicalConcept,http://dbpedia.org/resource/Mod_(subculture),Mod movement,762,65,0.9999999889298864,0.0,8,8,== Career == | === Music ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Mod_(subculture),Mod movement,762,65,0.9999999889298864,0.0,8,8,== Career == | === Music ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Mod_(subculture),Mod movement,762,65,0.9999999889298864,0.0,8,8,== Career == | === Music ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Mod_(subculture),Mod movement,762,65,0.9999999889298864,0.0,8,8,== Career == | === Music ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Mod_(subculture),Mod movement,762,65,0.9999999889298864,0.0,8,8,== Career == | === Music ===
http://dbpedia.org/class/yago/Subculture108288753,http://dbpedia.org/resource/Mod_(subculture),Mod movement,762,65,0.9999999889298864,0.0,8,8,== Career == | === Music ===
http://dbpedia.org/class/yago/WikicatSubcultures,http://dbpedia.org/resource/Mod_(subculture),Mod movement,762,65,0.9999999889298864,0.0,8,8,== Career == | === Music ===
