types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Colour,http://dbpedia.org/resource/Frostfire,Frostfire,6,1,0.9999998790304334,0.0,0,27,== Discography == | === Singles ===
http://dbpedia.org/class/yago/WikicatCompanionChroniclesAudioPlays,http://dbpedia.org/resource/Frostfire,Frostfire,6,1,0.9999998790304334,0.0,0,27,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Writing106362953,http://dbpedia.org/resource/Frostfire,Frostfire,6,1,0.9999998790304334,0.0,0,27,== Discography == | === Singles ===
http://dbpedia.org/class/yago/WrittenCommunication106349220,http://dbpedia.org/resource/Frostfire,Frostfire,6,1,0.9999998790304334,0.0,0,27,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Frostfire,Frostfire,6,1,0.9999998790304334,0.0,0,27,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Appearance104673965,http://dbpedia.org/resource/Frostfire,Frostfire,6,1,0.9999998790304334,0.0,0,27,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Attribute100024264,http://dbpedia.org/resource/Frostfire,Frostfire,6,1,0.9999998790304334,0.0,0,27,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Coating104700642,http://dbpedia.org/resource/Frostfire,Frostfire,6,1,0.9999998790304334,0.0,0,27,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Frostfire,Frostfire,6,1,0.9999998790304334,0.0,0,27,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Decorativeness104700327,http://dbpedia.org/resource/Frostfire,Frostfire,6,1,0.9999998790304334,0.0,0,27,== Discography == | === Singles ===
http://dbpedia.org/class/yago/DramaticComposition107007684,http://dbpedia.org/resource/Frostfire,Frostfire,6,1,0.9999998790304334,0.0,0,27,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Message106598915,http://dbpedia.org/resource/Frostfire,Frostfire,6,1,0.9999998790304334,0.0,0,27,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Narrative107221094,http://dbpedia.org/resource/Frostfire,Frostfire,6,1,0.9999998790304334,0.0,0,27,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Play107007945,http://dbpedia.org/resource/Frostfire,Frostfire,6,1,0.9999998790304334,0.0,0,27,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Quality104723816,http://dbpedia.org/resource/Frostfire,Frostfire,6,1,0.9999998790304334,0.0,0,27,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Wikicat2007AudioPlays,http://dbpedia.org/resource/Frostfire,Frostfire,6,1,0.9999998790304334,0.0,0,27,== Discography == | === Singles ===
http://dbpedia.org/class/yago/WikicatFirstDoctorAudioPlays,http://dbpedia.org/resource/Frostfire,Frostfire,6,1,0.9999998790304334,0.0,0,27,== Discography == | === Singles ===
http://dbpedia.org/class/yago/WikicatFirstDoctorStories,http://dbpedia.org/resource/Frostfire,Frostfire,6,1,0.9999998790304334,0.0,0,27,== Discography == | === Singles ===
