types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Bo_Bruce,Bo Bruce,54,0,0.999999999985164,0.0,2,8,== Discography == | === Singles ===
http://dbpedia.org/class/yago/WikicatPeopleFromWiltshire,http://dbpedia.org/resource/Bo_Bruce,Bo Bruce,54,0,0.999999999985164,0.0,2,8,== Discography == | === Singles ===
http://dbpedia.org/ontology/MusicalArtist,http://dbpedia.org/resource/Bo_Bruce,Bo Bruce,54,0,0.999999999985164,0.0,2,8,== Discography == | === Singles ===
http://dbpedia.org/class/yago/WikicatDaughtersOfBritishEarls,http://dbpedia.org/resource/Bo_Bruce,Bo Bruce,54,0,0.999999999985164,0.0,2,8,== Discography == | === Singles ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Bo_Bruce,Bo Bruce,54,0,0.999999999985164,0.0,2,8,== Discography == | === Singles ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Bo_Bruce,Bo Bruce,54,0,0.999999999985164,0.0,2,8,== Discography == | === Singles ===
http://dbpedia.org/class/yago/WikicatLivingPeople,http://dbpedia.org/resource/Bo_Bruce,Bo Bruce,54,0,0.999999999985164,0.0,2,8,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Artist109812338,http://dbpedia.org/resource/Bo_Bruce,Bo Bruce,54,0,0.999999999985164,0.0,2,8,== Discography == | === Singles ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Bo_Bruce,Bo Bruce,54,0,0.999999999985164,0.0,2,8,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Child109918248,http://dbpedia.org/resource/Bo_Bruce,Bo Bruce,54,0,0.999999999985164,0.0,2,8,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Contestant109613191,http://dbpedia.org/resource/Bo_Bruce,Bo Bruce,54,0,0.999999999985164,0.0,2,8,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Creator109614315,http://dbpedia.org/resource/Bo_Bruce,Bo Bruce,54,0,0.999999999985164,0.0,2,8,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Daughter109992837,http://dbpedia.org/resource/Bo_Bruce,Bo Bruce,54,0,0.999999999985164,0.0,2,8,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Entertainer109616922,http://dbpedia.org/resource/Bo_Bruce,Bo Bruce,54,0,0.999999999985164,0.0,2,8,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Female109619168,http://dbpedia.org/resource/Bo_Bruce,Bo Bruce,54,0,0.999999999985164,0.0,2,8,== Discography == | === Singles ===
http://dbpedia.org/class/yago/FemaleOffspring110084043,http://dbpedia.org/resource/Bo_Bruce,Bo Bruce,54,0,0.999999999985164,0.0,2,8,== Discography == | === Singles ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Bo_Bruce,Bo Bruce,54,0,0.999999999985164,0.0,2,8,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Musician110339966,http://dbpedia.org/resource/Bo_Bruce,Bo Bruce,54,0,0.999999999985164,0.0,2,8,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Musician110340312,http://dbpedia.org/resource/Bo_Bruce,Bo Bruce,54,0,0.999999999985164,0.0,2,8,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Bo_Bruce,Bo Bruce,54,0,0.999999999985164,0.0,2,8,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Offspring110373998,http://dbpedia.org/resource/Bo_Bruce,Bo Bruce,54,0,0.999999999985164,0.0,2,8,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Bo_Bruce,Bo Bruce,54,0,0.999999999985164,0.0,2,8,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Performer110415638,http://dbpedia.org/resource/Bo_Bruce,Bo Bruce,54,0,0.999999999985164,0.0,2,8,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Bo_Bruce,Bo Bruce,54,0,0.999999999985164,0.0,2,8,== Discography == | === Singles ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Bo_Bruce,Bo Bruce,54,0,0.999999999985164,0.0,2,8,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Relative110235549,http://dbpedia.org/resource/Bo_Bruce,Bo Bruce,54,0,0.999999999985164,0.0,2,8,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Singer110599806,http://dbpedia.org/resource/Bo_Bruce,Bo Bruce,54,0,0.999999999985164,0.0,2,8,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Bo_Bruce,Bo Bruce,54,0,0.999999999985164,0.0,2,8,== Discography == | === Singles ===
http://dbpedia.org/class/yago/WikicatEnglishFemaleSingers,http://dbpedia.org/resource/Bo_Bruce,Bo Bruce,54,0,0.999999999985164,0.0,2,8,== Discography == | === Singles ===
http://dbpedia.org/class/yago/WikicatEnglishPopSingers,http://dbpedia.org/resource/Bo_Bruce,Bo Bruce,54,0,0.999999999985164,0.0,2,8,== Discography == | === Singles ===
http://dbpedia.org/class/yago/WikicatEnglishRockSingers,http://dbpedia.org/resource/Bo_Bruce,Bo Bruce,54,0,0.999999999985164,0.0,2,8,== Discography == | === Singles ===
http://dbpedia.org/class/yago/WikicatTheVoiceUKContestants,http://dbpedia.org/resource/Bo_Bruce,Bo Bruce,54,0,0.999999999985164,0.0,2,8,== Discography == | === Singles ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Sosumi,Sosumi,13,8,1.0,0.0,1,15,== Discography == | === Singles ===
http://dbpedia.org/ontology/RecordLabel,http://dbpedia.org/resource/Sosumi,Sosumi,13,8,1.0,0.0,1,15,== Discography == | === Singles ===
