types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/John_Hobbs_(missionary),John Hobbs,8,53,0.5377357134711918,0.5624999999999931,0,7,== One Night (1998) == | === Track listing ===
http://dbpedia.org/class/yago/Negotiator110351874,http://dbpedia.org/resource/John_Hobbs_(missionary),John Hobbs,8,53,0.5377357134711918,0.5624999999999931,0,7,== One Night (1998) == | === Track listing ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/John_Hobbs_(missionary),John Hobbs,8,53,0.5377357134711918,0.5624999999999931,0,7,== One Night (1998) == | === Track listing ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/John_Hobbs_(missionary),John Hobbs,8,53,0.5377357134711918,0.5624999999999931,0,7,== One Night (1998) == | === Track listing ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/John_Hobbs_(missionary),John Hobbs,8,53,0.5377357134711918,0.5624999999999931,0,7,== One Night (1998) == | === Track listing ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/John_Hobbs_(missionary),John Hobbs,8,53,0.5377357134711918,0.5624999999999931,0,7,== One Night (1998) == | === Track listing ===
http://dbpedia.org/class/yago/Professional110480253,http://dbpedia.org/resource/John_Hobbs_(missionary),John Hobbs,8,53,0.5377357134711918,0.5624999999999931,0,7,== One Night (1998) == | === Track listing ===
http://dbpedia.org/class/yago/Teacher110694258,http://dbpedia.org/resource/John_Hobbs_(missionary),John Hobbs,8,53,0.5377357134711918,0.5624999999999931,0,7,== One Night (1998) == | === Track listing ===
http://dbpedia.org/class/yago/Traveler109629752,http://dbpedia.org/resource/John_Hobbs_(missionary),John Hobbs,8,53,0.5377357134711918,0.5624999999999931,0,7,== One Night (1998) == | === Track listing ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/John_Hobbs_(missionary),John Hobbs,8,53,0.5377357134711918,0.5624999999999931,0,7,== One Night (1998) == | === Track listing ===
http://dbpedia.org/class/yago/WikicatEnglishEmigrantsToNewZealand,http://dbpedia.org/resource/John_Hobbs_(missionary),John Hobbs,8,53,0.5377357134711918,0.5624999999999931,0,7,== One Night (1998) == | === Track listing ===
http://dbpedia.org/class/yago/WikicatNewZealandArtists,http://dbpedia.org/resource/John_Hobbs_(missionary),John Hobbs,8,53,0.5377357134711918,0.5624999999999931,0,7,== One Night (1998) == | === Track listing ===
http://dbpedia.org/class/yago/WikicatNewZealandMissionaries,http://dbpedia.org/resource/John_Hobbs_(missionary),John Hobbs,8,53,0.5377357134711918,0.5624999999999931,0,7,== One Night (1998) == | === Track listing ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Gunther_Mende,Gunther Mende,9,58,1.0,0.0,0,11,== One Night (1998) == | === Track listing ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Gunther_Mende,Gunther Mende,9,58,1.0,0.0,0,11,== One Night (1998) == | === Track listing ===
http://dbpedia.org/class/yago/WikicatPeopleFromWiesbaden,http://dbpedia.org/resource/Gunther_Mende,Gunther Mende,9,58,1.0,0.0,0,11,== One Night (1998) == | === Track listing ===
http://dbpedia.org/ontology/MusicalArtist,http://dbpedia.org/resource/Gunther_Mende,Gunther Mende,9,58,1.0,0.0,0,11,== One Night (1998) == | === Track listing ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Gunther_Mende,Gunther Mende,9,58,1.0,0.0,0,11,== One Night (1998) == | === Track listing ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Gunther_Mende,Gunther Mende,9,58,1.0,0.0,0,11,== One Night (1998) == | === Track listing ===
http://dbpedia.org/class/yago/WikicatLivingPeople,http://dbpedia.org/resource/Gunther_Mende,Gunther Mende,9,58,1.0,0.0,0,11,== One Night (1998) == | === Track listing ===
http://dbpedia.org/class/yago/Artist109812338,http://dbpedia.org/resource/Gunther_Mende,Gunther Mende,9,58,1.0,0.0,0,11,== One Night (1998) == | === Track listing ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Gunther_Mende,Gunther Mende,9,58,1.0,0.0,0,11,== One Night (1998) == | === Track listing ===
http://dbpedia.org/class/yago/Composer109947232,http://dbpedia.org/resource/Gunther_Mende,Gunther Mende,9,58,1.0,0.0,0,11,== One Night (1998) == | === Track listing ===
http://dbpedia.org/class/yago/Creator109614315,http://dbpedia.org/resource/Gunther_Mende,Gunther Mende,9,58,1.0,0.0,0,11,== One Night (1998) == | === Track listing ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Gunther_Mende,Gunther Mende,9,58,1.0,0.0,0,11,== One Night (1998) == | === Track listing ===
http://dbpedia.org/class/yago/Maker110284064,http://dbpedia.org/resource/Gunther_Mende,Gunther Mende,9,58,1.0,0.0,0,11,== One Night (1998) == | === Track listing ===
http://dbpedia.org/class/yago/Manufacturer110292316,http://dbpedia.org/resource/Gunther_Mende,Gunther Mende,9,58,1.0,0.0,0,11,== One Night (1998) == | === Track listing ===
http://dbpedia.org/class/yago/Musician110339966,http://dbpedia.org/resource/Gunther_Mende,Gunther Mende,9,58,1.0,0.0,0,11,== One Night (1998) == | === Track listing ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Gunther_Mende,Gunther Mende,9,58,1.0,0.0,0,11,== One Night (1998) == | === Track listing ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Gunther_Mende,Gunther Mende,9,58,1.0,0.0,0,11,== One Night (1998) == | === Track listing ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Gunther_Mende,Gunther Mende,9,58,1.0,0.0,0,11,== One Night (1998) == | === Track listing ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Gunther_Mende,Gunther Mende,9,58,1.0,0.0,0,11,== One Night (1998) == | === Track listing ===
http://dbpedia.org/class/yago/Songwriter110624540,http://dbpedia.org/resource/Gunther_Mende,Gunther Mende,9,58,1.0,0.0,0,11,== One Night (1998) == | === Track listing ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Gunther_Mende,Gunther Mende,9,58,1.0,0.0,0,11,== One Night (1998) == | === Track listing ===
http://dbpedia.org/class/yago/WikicatGermanRecordProducers,http://dbpedia.org/resource/Gunther_Mende,Gunther Mende,9,58,1.0,0.0,0,11,== One Night (1998) == | === Track listing ===
http://dbpedia.org/class/yago/WikicatGermanSongwriters,http://dbpedia.org/resource/Gunther_Mende,Gunther Mende,9,58,1.0,0.0,0,11,== One Night (1998) == | === Track listing ===
