types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Lincoln_Portrait,A Lincoln Portrait,57,0,1.0,0.0,0,50,== Discography == | === As sideman ===
http://dbpedia.org/ontology/Book,http://dbpedia.org/resource/Lincoln_Portrait,A Lincoln Portrait,57,0,1.0,0.0,0,50,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatRecordingsByCarlSandburg,http://dbpedia.org/resource/Lincoln_Portrait,A Lincoln Portrait,57,0,1.0,0.0,0,50,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Lincoln_Portrait,A Lincoln Portrait,57,0,1.0,0.0,0,50,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Lincoln_Portrait,A Lincoln Portrait,57,0,1.0,0.0,0,50,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Recording104063661,http://dbpedia.org/resource/Lincoln_Portrait,A Lincoln Portrait,57,0,1.0,0.0,0,50,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Signal106791372,http://dbpedia.org/resource/Lincoln_Portrait,A Lincoln Portrait,57,0,1.0,0.0,0,50,== Discography == | === As sideman ===
