types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Film,http://dbpedia.org/resource/Choli,Choli,144,9,0.9999999999991545,0.0,0,3,== Productions == | === Director ===
http://dbpedia.org/class/yago/WikicatShirts,http://dbpedia.org/resource/Choli,Choli,144,9,0.9999999999991545,0.0,0,3,== Productions == | === Director ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Choli,Choli,144,9,0.9999999999991545,0.0,0,3,== Productions == | === Director ===
http://dbpedia.org/class/yago/Clothing103051540,http://dbpedia.org/resource/Choli,Choli,144,9,0.9999999999991545,0.0,0,3,== Productions == | === Director ===
http://dbpedia.org/class/yago/Commodity103076708,http://dbpedia.org/resource/Choli,Choli,144,9,0.9999999999991545,0.0,0,3,== Productions == | === Director ===
http://dbpedia.org/class/yago/ConsumerGoods103093574,http://dbpedia.org/resource/Choli,Choli,144,9,0.9999999999991545,0.0,0,3,== Productions == | === Director ===
http://dbpedia.org/class/yago/Covering103122748,http://dbpedia.org/resource/Choli,Choli,144,9,0.9999999999991545,0.0,0,3,== Productions == | === Director ===
http://dbpedia.org/class/yago/Garment103419014,http://dbpedia.org/resource/Choli,Choli,144,9,0.9999999999991545,0.0,0,3,== Productions == | === Director ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Choli,Choli,144,9,0.9999999999991545,0.0,0,3,== Productions == | === Director ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Choli,Choli,144,9,0.9999999999991545,0.0,0,3,== Productions == | === Director ===
http://dbpedia.org/class/yago/Shirt104197391,http://dbpedia.org/resource/Choli,Choli,144,9,0.9999999999991545,0.0,0,3,== Productions == | === Director ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Choli,Choli,144,9,0.9999999999991545,0.0,0,3,== Productions == | === Director ===
