types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Bisexuality,Bisexuality,5862,114,0.9999999999991188,0.0,3,18,== Off-screen work == | === Philanthropy ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Bisexuality,Bisexuality,5862,114,0.9999999999991188,0.0,3,18,== Off-screen work == | === Philanthropy ===
http://dbpedia.org/ontology/AmusementParkAttraction,http://dbpedia.org/resource/Bisexuality,Bisexuality,5862,114,0.9999999999991188,0.0,3,18,== Off-screen work == | === Philanthropy ===
