types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Mathematical_logic,logic,1497,5,0.5303128184322479,0.7123246661436521,1,14,== Personal life == | === Terryology ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Mathematical_logic,logic,1497,5,0.5303128184322479,0.7123246661436521,1,14,== Personal life == | === Terryology ===
http://dbpedia.org/ontology/Disease,http://dbpedia.org/resource/Mathematical_logic,logic,1497,5,0.5303128184322479,0.7123246661436521,1,14,== Personal life == | === Terryology ===
