types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Dylan_ail_Don,Dylan ail Don,24,91,1.0,0.0,4,6,== Life and career == | === Early time ===
http://dbpedia.org/class/yago/Belief105941423,http://dbpedia.org/resource/Dylan_ail_Don,Dylan ail Don,24,91,1.0,0.0,4,6,== Life and career == | === Early time ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Dylan_ail_Don,Dylan ail Don,24,91,1.0,0.0,4,6,== Life and career == | === Early time ===
http://dbpedia.org/class/yago/Content105809192,http://dbpedia.org/resource/Dylan_ail_Don,Dylan ail Don,24,91,1.0,0.0,4,6,== Life and career == | === Early time ===
http://dbpedia.org/class/yago/Deity109505418,http://dbpedia.org/resource/Dylan_ail_Don,Dylan ail Don,24,91,1.0,0.0,4,6,== Life and career == | === Early time ===
http://dbpedia.org/ontology/FictionalCharacter,http://dbpedia.org/resource/Dylan_ail_Don,Dylan ail Don,24,91,1.0,0.0,4,6,== Life and career == | === Early time ===
http://dbpedia.org/class/yago/WikicatCelticDeities,http://dbpedia.org/resource/Dylan_ail_Don,Dylan ail Don,24,91,1.0,0.0,4,6,== Life and career == | === Early time ===
http://dbpedia.org/class/yago/SpiritualBeing109504135,http://dbpedia.org/resource/Dylan_ail_Don,Dylan ail Don,24,91,1.0,0.0,4,6,== Life and career == | === Early time ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Dylan_ail_Don,Dylan ail Don,24,91,1.0,0.0,4,6,== Life and career == | === Early time ===
http://dbpedia.org/class/yago/WikicatWaterDeities,http://dbpedia.org/resource/Dylan_ail_Don,Dylan ail Don,24,91,1.0,0.0,4,6,== Life and career == | === Early time ===
