types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Disease,http://dbpedia.org/resource/Effusive_eruption,effusive,137,24,0.6708182920626576,0.4697395932938807,0,18,== Biography == | === Career ===
http://dbpedia.org/class/yago/WikicatVolcanoes,http://dbpedia.org/resource/Effusive_eruption,effusive,137,24,0.6708182920626576,0.4697395932938807,0,18,== Biography == | === Career ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/Effusive_eruption,effusive,137,24,0.6708182920626576,0.4697395932938807,0,18,== Biography == | === Career ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Effusive_eruption,effusive,137,24,0.6708182920626576,0.4697395932938807,0,18,== Biography == | === Career ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Effusive_eruption,effusive,137,24,0.6708182920626576,0.4697395932938807,0,18,== Biography == | === Career ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Effusive_eruption,effusive,137,24,0.6708182920626576,0.4697395932938807,0,18,== Biography == | === Career ===
http://dbpedia.org/class/yago/AmorphousShape113867492,http://dbpedia.org/resource/Effusive_eruption,effusive,137,24,0.6708182920626576,0.4697395932938807,0,18,== Biography == | === Career ===
http://dbpedia.org/class/yago/Attribute100024264,http://dbpedia.org/resource/Effusive_eruption,effusive,137,24,0.6708182920626576,0.4697395932938807,0,18,== Biography == | === Career ===
http://dbpedia.org/class/yago/Crack109258715,http://dbpedia.org/resource/Effusive_eruption,effusive,137,24,0.6708182920626576,0.4697395932938807,0,18,== Biography == | === Career ===
http://dbpedia.org/class/yago/Location100027167,http://dbpedia.org/resource/Effusive_eruption,effusive,137,24,0.6708182920626576,0.4697395932938807,0,18,== Biography == | === Career ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Effusive_eruption,effusive,137,24,0.6708182920626576,0.4697395932938807,0,18,== Biography == | === Career ===
http://dbpedia.org/class/yago/Opening109379111,http://dbpedia.org/resource/Effusive_eruption,effusive,137,24,0.6708182920626576,0.4697395932938807,0,18,== Biography == | === Career ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Effusive_eruption,effusive,137,24,0.6708182920626576,0.4697395932938807,0,18,== Biography == | === Career ===
http://dbpedia.org/class/yago/Shape100027807,http://dbpedia.org/resource/Effusive_eruption,effusive,137,24,0.6708182920626576,0.4697395932938807,0,18,== Biography == | === Career ===
http://dbpedia.org/class/yago/Space113910384,http://dbpedia.org/resource/Effusive_eruption,effusive,137,24,0.6708182920626576,0.4697395932938807,0,18,== Biography == | === Career ===
http://dbpedia.org/class/yago/Vent109470550,http://dbpedia.org/resource/Effusive_eruption,effusive,137,24,0.6708182920626576,0.4697395932938807,0,18,== Biography == | === Career ===
