types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Telephone_directory,phonebook,366,41,0.6962402616889106,0.4362856172299463,1,26,== Mr. Jukebox == | === Reception ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Telephone_directory,phonebook,366,41,0.6962402616889106,0.4362856172299463,1,26,== Mr. Jukebox == | === Reception ===
http://dbpedia.org/ontology/ArtistDiscography,http://dbpedia.org/resource/Telephone_directory,phonebook,366,41,0.6962402616889106,0.4362856172299463,1,26,== Mr. Jukebox == | === Reception ===
