types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Royal_Glasgow_Institute_of_the_Fine_Arts,RGI,208,23,0.9999999999999858,0.0,1,7,== Discography == | === Solo albums ===
http://dbpedia.org/class/yago/WikicatArtsOrganisationsBasedInScotland,http://dbpedia.org/resource/Royal_Glasgow_Institute_of_the_Fine_Arts,RGI,208,23,0.9999999999999858,0.0,1,7,== Discography == | === Solo albums ===
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://dbpedia.org/resource/Royal_Glasgow_Institute_of_the_Fine_Arts,RGI,208,23,0.9999999999999858,0.0,1,7,== Discography == | === Solo albums ===
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/resource/Royal_Glasgow_Institute_of_the_Fine_Arts,RGI,208,23,0.9999999999999858,0.0,1,7,== Discography == | === Solo albums ===
http://dbpedia.org/class/yago/WikicatCulturalOrganisationsInTheUnitedKingdom,http://dbpedia.org/resource/Royal_Glasgow_Institute_of_the_Fine_Arts,RGI,208,23,0.9999999999999858,0.0,1,7,== Discography == | === Solo albums ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Royal_Glasgow_Institute_of_the_Fine_Arts,RGI,208,23,0.9999999999999858,0.0,1,7,== Discography == | === Solo albums ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Royal_Glasgow_Institute_of_the_Fine_Arts,RGI,208,23,0.9999999999999858,0.0,1,7,== Discography == | === Solo albums ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Royal_Glasgow_Institute_of_the_Fine_Arts,RGI,208,23,0.9999999999999858,0.0,1,7,== Discography == | === Solo albums ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Royal_Glasgow_Institute_of_the_Fine_Arts,RGI,208,23,0.9999999999999858,0.0,1,7,== Discography == | === Solo albums ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Royal_Glasgow_Institute_of_the_Fine_Arts,RGI,208,23,0.9999999999999858,0.0,1,7,== Discography == | === Solo albums ===
http://dbpedia.org/class/yago/Organization108008335,http://dbpedia.org/resource/Royal_Glasgow_Institute_of_the_Fine_Arts,RGI,208,23,0.9999999999999858,0.0,1,7,== Discography == | === Solo albums ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Royal_Glasgow_Institute_of_the_Fine_Arts,RGI,208,23,0.9999999999999858,0.0,1,7,== Discography == | === Solo albums ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Chirality,Chirality,978,0,0.9998502334590408,0.00013447609715740727,1,18,== Discography == | === Solo albums ===
http://dbpedia.org/ontology/Building,http://dbpedia.org/resource/Chirality,Chirality,978,0,0.9998502334590408,0.00013447609715740727,1,18,== Discography == | === Solo albums ===
http://dbpedia.org/class/yago/WikicatChemicalProperties,http://dbpedia.org/resource/Chirality,Chirality,978,0,0.9998502334590408,0.00013447609715740727,1,18,== Discography == | === Solo albums ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Chirality,Chirality,978,0,0.9998502334590408,0.00013447609715740727,1,18,== Discography == | === Solo albums ===
http://dbpedia.org/class/yago/Attribute100024264,http://dbpedia.org/resource/Chirality,Chirality,978,0,0.9998502334590408,0.00013447609715740727,1,18,== Discography == | === Solo albums ===
http://dbpedia.org/class/yago/ChemicalProperty105009758,http://dbpedia.org/resource/Chirality,Chirality,978,0,0.9998502334590408,0.00013447609715740727,1,18,== Discography == | === Solo albums ===
http://dbpedia.org/class/yago/Property104916342,http://dbpedia.org/resource/Chirality,Chirality,978,0,0.9998502334590408,0.00013447609715740727,1,18,== Discography == | === Solo albums ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Ajaeng,Ajaeng,27,0,0.999999839109544,0.0,1,19,== Discography == | === Solo albums ===
http://dbpedia.org/ontology/Agent,http://dbpedia.org/resource/Ajaeng,Ajaeng,27,0,0.999999839109544,0.0,1,19,== Discography == | === Solo albums ===
http://dbpedia.org/class/yago/WikicatKoreanMusicalInstruments,http://dbpedia.org/resource/Ajaeng,Ajaeng,27,0,0.999999839109544,0.0,1,19,== Discography == | === Solo albums ===
http://dbpedia.org/class/yago/WikicatBowedInstruments,http://dbpedia.org/resource/Ajaeng,Ajaeng,27,0,0.999999839109544,0.0,1,19,== Discography == | === Solo albums ===
http://dbpedia.org/class/yago/WikicatZithers,http://dbpedia.org/resource/Ajaeng,Ajaeng,27,0,0.999999839109544,0.0,1,19,== Discography == | === Solo albums ===
http://dbpedia.org/class/yago/Zither104615226,http://dbpedia.org/resource/Ajaeng,Ajaeng,27,0,0.999999839109544,0.0,1,19,== Discography == | === Solo albums ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Ajaeng,Ajaeng,27,0,0.999999839109544,0.0,1,19,== Discography == | === Solo albums ===
http://dbpedia.org/class/yago/Device103183080,http://dbpedia.org/resource/Ajaeng,Ajaeng,27,0,0.999999839109544,0.0,1,19,== Discography == | === Solo albums ===
http://dbpedia.org/class/yago/Instrument103574816,http://dbpedia.org/resource/Ajaeng,Ajaeng,27,0,0.999999839109544,0.0,1,19,== Discography == | === Solo albums ===
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/Ajaeng,Ajaeng,27,0,0.999999839109544,0.0,1,19,== Discography == | === Solo albums ===
http://dbpedia.org/class/yago/MusicalInstrument103800933,http://dbpedia.org/resource/Ajaeng,Ajaeng,27,0,0.999999839109544,0.0,1,19,== Discography == | === Solo albums ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Ajaeng,Ajaeng,27,0,0.999999839109544,0.0,1,19,== Discography == | === Solo albums ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Ajaeng,Ajaeng,27,0,0.999999839109544,0.0,1,19,== Discography == | === Solo albums ===
http://dbpedia.org/class/yago/StringedInstrument104338517,http://dbpedia.org/resource/Ajaeng,Ajaeng,27,0,0.999999839109544,0.0,1,19,== Discography == | === Solo albums ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Ajaeng,Ajaeng,27,0,0.999999839109544,0.0,1,19,== Discography == | === Solo albums ===
http://dbpedia.org/class/yago/WikicatStringInstruments,http://dbpedia.org/resource/Ajaeng,Ajaeng,27,0,0.999999839109544,0.0,1,19,== Discography == | === Solo albums ===
