types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Royal_Glasgow_Institute_of_the_Fine_Arts,RGI,208,23,0.9999999999999858,0.0,1,7,== Discography == | === Solo albums ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Six_Organs_of_Admittance,Six Organs Of Admittance,74,0,1.0,0.0,0,47,== Discography == | === Guest appearances ===
http://dbpedia.org/ontology/Band,http://dbpedia.org/resource/Six_Organs_of_Admittance,Six Organs Of Admittance,74,0,1.0,0.0,0,47,== Discography == | === Guest appearances ===
http://dbpedia.org/class/yago/WikicatDragCityArtists,http://dbpedia.org/resource/Six_Organs_of_Admittance,Six Organs Of Admittance,74,0,1.0,0.0,0,47,== Discography == | === Guest appearances ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Six_Organs_of_Admittance,Six Organs Of Admittance,74,0,1.0,0.0,0,47,== Discography == | === Guest appearances ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Six_Organs_of_Admittance,Six Organs Of Admittance,74,0,1.0,0.0,0,47,== Discography == | === Guest appearances ===
http://dbpedia.org/class/yago/Artist109812338,http://dbpedia.org/resource/Six_Organs_of_Admittance,Six Organs Of Admittance,74,0,1.0,0.0,0,47,== Discography == | === Guest appearances ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Six_Organs_of_Admittance,Six Organs Of Admittance,74,0,1.0,0.0,0,47,== Discography == | === Guest appearances ===
http://dbpedia.org/class/yago/Creator109614315,http://dbpedia.org/resource/Six_Organs_of_Admittance,Six Organs Of Admittance,74,0,1.0,0.0,0,47,== Discography == | === Guest appearances ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Six_Organs_of_Admittance,Six Organs Of Admittance,74,0,1.0,0.0,0,47,== Discography == | === Guest appearances ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Six_Organs_of_Admittance,Six Organs Of Admittance,74,0,1.0,0.0,0,47,== Discography == | === Guest appearances ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Six_Organs_of_Admittance,Six Organs Of Admittance,74,0,1.0,0.0,0,47,== Discography == | === Guest appearances ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Six_Organs_of_Admittance,Six Organs Of Admittance,74,0,1.0,0.0,0,47,== Discography == | === Guest appearances ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Six_Organs_of_Admittance,Six Organs Of Admittance,74,0,1.0,0.0,0,47,== Discography == | === Guest appearances ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Six_Organs_of_Admittance,Six Organs Of Admittance,74,0,1.0,0.0,0,47,== Discography == | === Guest appearances ===
