types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/SportsTeam,http://dbpedia.org/resource/Australia_women's_national_under-17_basketball_team,Sapphires,28,34,0.9996985665263748,0.0002923937223769451,3,3,== Career == | === Early years ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Aboriginal_deaths_in_custody,Tanya Day,64,16,0.9999999997193356,0.0,6,3,== Career == | === Early years ===
http://dbpedia.org/class/yago/WikicatIndigenousPeoplesOfOceania,http://dbpedia.org/resource/Aboriginal_deaths_in_custody,Tanya Day,64,16,0.9999999997193356,0.0,6,3,== Career == | === Early years ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Aboriginal_deaths_in_custody,Tanya Day,64,16,0.9999999997193356,0.0,6,3,== Career == | === Early years ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Aboriginal_deaths_in_custody,Tanya Day,64,16,0.9999999997193356,0.0,6,3,== Career == | === Early years ===
http://dbpedia.org/class/yago/People107942152,http://dbpedia.org/resource/Aboriginal_deaths_in_custody,Tanya Day,64,16,0.9999999997193356,0.0,6,3,== Career == | === Early years ===
