types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Inquisition,inquisition,2621,45,0.9998121927126774,0.00014443315024514238,0,53,== Conversion to Catholicism == | === Achilli trial ===
http://dbpedia.org/class/yago/Killing100219012,http://dbpedia.org/resource/Inquisition,inquisition,2621,45,0.9998121927126774,0.00014443315024514238,0,53,== Conversion to Catholicism == | === Achilli trial ===
http://dbpedia.org/class/yago/Measure100033615,http://dbpedia.org/resource/Inquisition,inquisition,2621,45,0.9998121927126774,0.00014443315024514238,0,53,== Conversion to Catholicism == | === Achilli trial ===
http://dbpedia.org/class/yago/MiddleAge115153472,http://dbpedia.org/resource/Inquisition,inquisition,2621,45,0.9998121927126774,0.00014443315024514238,0,53,== Conversion to Catholicism == | === Achilli trial ===
http://dbpedia.org/class/yago/Murder100220522,http://dbpedia.org/resource/Inquisition,inquisition,2621,45,0.9998121927126774,0.00014443315024514238,0,53,== Conversion to Catholicism == | === Achilli trial ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Inquisition,inquisition,2621,45,0.9998121927126774,0.00014443315024514238,0,53,== Conversion to Catholicism == | === Achilli trial ===
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/Inquisition,inquisition,2621,45,0.9998121927126774,0.00014443315024514238,0,53,== Conversion to Catholicism == | === Achilli trial ===
http://dbpedia.org/class/yago/Action100037396,http://dbpedia.org/resource/Inquisition,inquisition,2621,45,0.9998121927126774,0.00014443315024514238,0,53,== Conversion to Catholicism == | === Achilli trial ===
http://dbpedia.org/class/yago/Change100191142,http://dbpedia.org/resource/Inquisition,inquisition,2621,45,0.9998121927126774,0.00014443315024514238,0,53,== Conversion to Catholicism == | === Achilli trial ===
http://dbpedia.org/class/yago/ChangeOfState100199130,http://dbpedia.org/resource/Inquisition,inquisition,2621,45,0.9998121927126774,0.00014443315024514238,0,53,== Conversion to Catholicism == | === Achilli trial ===
http://dbpedia.org/class/yago/Controversy107183151,http://dbpedia.org/resource/Inquisition,inquisition,2621,45,0.9998121927126774,0.00014443315024514238,0,53,== Conversion to Catholicism == | === Achilli trial ===
http://dbpedia.org/class/yago/Disagreement107180787,http://dbpedia.org/resource/Inquisition,inquisition,2621,45,0.9998121927126774,0.00014443315024514238,0,53,== Conversion to Catholicism == | === Achilli trial ===
http://dbpedia.org/class/yago/Dispute107181935,http://dbpedia.org/resource/Inquisition,inquisition,2621,45,0.9998121927126774,0.00014443315024514238,0,53,== Conversion to Catholicism == | === Achilli trial ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Inquisition,inquisition,2621,45,0.9998121927126774,0.00014443315024514238,0,53,== Conversion to Catholicism == | === Achilli trial ===
http://dbpedia.org/class/yago/FundamentalQuantity113575869,http://dbpedia.org/resource/Inquisition,inquisition,2621,45,0.9998121927126774,0.00014443315024514238,0,53,== Conversion to Catholicism == | === Achilli trial ===
http://dbpedia.org/class/yago/Homicide100220023,http://dbpedia.org/resource/Inquisition,inquisition,2621,45,0.9998121927126774,0.00014443315024514238,0,53,== Conversion to Catholicism == | === Achilli trial ===
http://dbpedia.org/ontology/Band,http://dbpedia.org/resource/Inquisition,inquisition,2621,45,0.9998121927126774,0.00014443315024514238,0,53,== Conversion to Catholicism == | === Achilli trial ===
http://dbpedia.org/class/yago/WikicatChristianity-relatedControversies,http://dbpedia.org/resource/Inquisition,inquisition,2621,45,0.9998121927126774,0.00014443315024514238,0,53,== Conversion to Catholicism == | === Achilli trial ===
http://dbpedia.org/class/yago/WikicatMassacres,http://dbpedia.org/resource/Inquisition,inquisition,2621,45,0.9998121927126774,0.00014443315024514238,0,53,== Conversion to Catholicism == | === Achilli trial ===
http://dbpedia.org/class/yago/WikicatMiddleAges,http://dbpedia.org/resource/Inquisition,inquisition,2621,45,0.9998121927126774,0.00014443315024514238,0,53,== Conversion to Catholicism == | === Achilli trial ===
http://dbpedia.org/class/yago/Slaughter100223983,http://dbpedia.org/resource/Inquisition,inquisition,2621,45,0.9998121927126774,0.00014443315024514238,0,53,== Conversion to Catholicism == | === Achilli trial ===
http://dbpedia.org/class/yago/SpeechAct107160883,http://dbpedia.org/resource/Inquisition,inquisition,2621,45,0.9998121927126774,0.00014443315024514238,0,53,== Conversion to Catholicism == | === Achilli trial ===
http://dbpedia.org/class/yago/Termination100209943,http://dbpedia.org/resource/Inquisition,inquisition,2621,45,0.9998121927126774,0.00014443315024514238,0,53,== Conversion to Catholicism == | === Achilli trial ===
http://dbpedia.org/class/yago/TimeOfLife115144371,http://dbpedia.org/resource/Inquisition,inquisition,2621,45,0.9998121927126774,0.00014443315024514238,0,53,== Conversion to Catholicism == | === Achilli trial ===
http://dbpedia.org/class/yago/TimePeriod115113229,http://dbpedia.org/resource/Inquisition,inquisition,2621,45,0.9998121927126774,0.00014443315024514238,0,53,== Conversion to Catholicism == | === Achilli trial ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Inquisition,inquisition,2621,45,0.9998121927126774,0.00014443315024514238,0,53,== Conversion to Catholicism == | === Achilli trial ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Inquisition,inquisition,2621,45,0.9998121927126774,0.00014443315024514238,0,53,== Conversion to Catholicism == | === Achilli trial ===
