types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Villanelle,Villanelles,152,20,0.9999999966949248,0.0,0,22,== Publications == | === Poetry ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Villanelle,Villanelles,152,20,0.9999999966949248,0.0,0,22,== Publications == | === Poetry ===
http://dbpedia.org/class/yago/WritingStyle107092158,http://dbpedia.org/resource/Villanelle,Villanelles,152,20,0.9999999966949248,0.0,0,22,== Publications == | === Poetry ===
http://dbpedia.org/class/yago/WikicatLiteraryGenres,http://dbpedia.org/resource/Villanelle,Villanelles,152,20,0.9999999966949248,0.0,0,22,== Publications == | === Poetry ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Villanelle,Villanelles,152,20,0.9999999966949248,0.0,0,22,== Publications == | === Poetry ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Villanelle,Villanelles,152,20,0.9999999966949248,0.0,0,22,== Publications == | === Poetry ===
http://dbpedia.org/class/yago/ExpressiveStyle107066659,http://dbpedia.org/resource/Villanelle,Villanelles,152,20,0.9999999966949248,0.0,0,22,== Publications == | === Poetry ===
